"ST_CASE","geometry"
131025,c(34.149675, -84.77367222)
131026,c(33.66955, -84.54753889)
131027,c(32.44597222, -84.97607778)
131028,c(34.45506944, -83.79951944)
131029,c(33.66703333, -84.12130833)
131030,c(33.71308611, -84.27196944)
131031,c(34.22533333, -84.62583056)
131032,c(32.85688611, -83.61669444)
131033,c(34.34306667, -85.07825556)
131034,c(32.85119167, -83.63053056)
131035,c(34.05256944, -83.85071667)
131036,c(33.50073889, -84.6725)
131037,c(34.67163056, -84.99705833)
131038,c(30.81979444, -83.98641111)
131040,c(32.55330556, -82.233175)
131041,c(33.80774444, -84.87945556)
131042,c(34.25419167, -85.23933333)
131043,c(33.21046389, -84.76491667)
131044,c(33.54228611, -83.01684167)
131045,c(33.65468611, -84.49753056)
131046,c(31.49693889, -82.20204722)
131047,c(30.87926944, -84.19606667)
131048,c(32.07012778, -81.05826111)
131049,c(32.01136944, -82.71075278)
131050,c(33.40324167, -84.31262222)
131051,c(34.39888889, -83.21220833)
131052,c(33.09250556, -83.23728889)
131053,c(31.12640833, -83.43366389)
131054,c(34.36321111, -83.87791667)
131055,c(32.82488333, -83.65551944)
131056,c(33.48403056, -82.20350278)
131057,c(33.50032778, -82.34818056)
131058,c(33.56221111, -84.76732778)
131060,c(33.71881667, -84.27575278)
131061,c(34.442725, -83.93016944)
131062,c(33.57822778, -84.27382778)
131063,c(34.05080278, -84.10802778)
131064,c(31.19911389, -83.78773889)
131065,c(33.71272778, -84.22494722)
131066,c(30.87936389, -84.19616667)
131067,c(33.85551667, -84.2467)
131069,c(32.41946111, -81.97999722)
131070,c(33.542625, -84.19108333)
131071,c(33.896525, -84.82389722)
131072,c(32.95345556, -82.85129722)
131073,c(32.06368611, -81.05376944)
131074,c(32.18703611, -83.22748056)
131076,c(33.77857778, -83.97745)
131077,c(33.43918889, -82.01912778)
131078,c(33.68296389, -84.34746667)
131079,c(30.71346944, -83.270475)
131080,c(34.66769167, -84.82558333)
131081,c(31.53301111, -82.09365278)
131083,c(31.16113611, -83.76167222)
131084,c(33.6989, -84.27545833)
131085,c(33.94356944, -84.69499722)
131086,c(34.22120833, -84.10900833)
131087,c(33.66543333, -84.58174167)
131088,c(34.02712778, -84.52829167)
131089,c(32.20813333, -81.18085278)
131090,c(33.80062778, -84.20156667)
131091,c(33.40556111, -84.74008333)
131092,c(31.19465833, -82.29276667)
131093,c(33.73874167, -84.14237222)
131094,c(33.46680833, -82.16060833)
131095,c(32.515675, -82.95644722)
131096,c(30.68408333, -83.09392222)
131097,c(34.38854167, -84.86390833)
131098,c(34.45290833, -84.56663333)
131099,c(33.77318889, -84.42016111)
131100,c(33.50318611, -84.64379722)
131101,c(32.63385833, -83.97245833)
131102,c(30.85065, -83.36596389)
131103,c(34.1062, -82.85499167)
131104,c(31.11849167, -83.31638056)
131105,c(33.7876, -85.17493333)
131106,c(33.9274, -83.99679444)
131107,c(34.33305278, -83.906)
131108,c(32.03419722, -84.41917778)
131109,c(33.75976667, -84.53968611)
131110,c(33.74095278, -84.01565833)
131111,c(32.52116667, -83.26318056)
131113,c(31.29893611, -84.57803333)
131114,c(31.16900278, -83.45018611)
131115,c(34.01988056, -83.12581667)
131116,c(30.8068, -83.34164167)
131117,c(31.36445833, -83.49180833)
131118,c(33.58129167, -84.41158333)
131119,c(33.80835556, -84.39758889)
131120,c(31.25167222, -83.71281667)
131121,c(34.33966389, -83.33438056)
131122,c(33.46441944, -84.21722778)
131123,c(33.09183333, -82.80653333)
131124,c(31.512525, -82.71103611)
131125,c(31.56599167, -83.99655278)
131126,c(31.56278611, -84.21845)
131127,c(33.66519167, -84.34629167)
131128,c(32.18858611, -82.70111944)
131129,c(34.44643333, -84.44544444)
131130,c(33.91010278, -84.28410833)
131131,c(32.36975278, -83.11342222)
131132,c(33.91926389, -84.41754722)
131133,c(33.90483333, -84.43433889)
131134,c(34.12708611, -84.75633056)
131135,c(32.97385278, -85.06420833)
131136,c(34.34690556, -83.852)
131137,c(34.00828056, -85.074875)
131138,c(32.42248333, -82.42607222)
131139,c(33.61505, -83.91820833)
131140,c(33.94295833, -83.29632778)
131141,c(33.41996667, -84.22901944)
131142,c(34.28261944, -83.79126944)
131143,c(32.82405833, -83.73069722)
131144,c(34.77080556, -84.92379444)
131145,c(32.26436389, -84.09698889)
131146,c(33.45106111, -82.2424)
131147,c(33.13291944, -83.94382222)
131149,c(31.79835, -81.45253889)
131150,c(32.01943611, -81.31237222)
131151,c(33.90246667, -84.67264167)
131152,c(34.94309167, -84.42914167)
131153,c(33.76189722, -84.50798889)
131154,c(31.03603333, -84.93865556)
131156,c(33.18946389, -83.848075)
131157,c(34.74651111, -85.00259444)
131158,c(33.61380278, -84.34822222)
131159,c(31.68486389, -82.24166389)
131160,c(33.95641111, -84.01788611)
131161,c(33.65763889, -84.49700833)
131162,c(33.56013611, -84.51579444)
131163,c(33.71501944, -84.24287222)
131164,c(33.85494444, -84.24661944)
131165,c(34.783575, -84.91799167)
131166,c(32.94999722, -82.39915556)
131167,c(33.72315556, -84.235525)
131168,c(32.83866389, -83.53183889)
131169,c(34.14801389, -84.91254167)
131170,c(33.65993889, -84.43023889)
131171,c(34.05408056, -84.28777778)
131172,c(33.13451944, -83.27063056)
131173,c(33.09176944, -83.18466389)
131174,c(33.55908889, -84.50658056)
131175,c(33.61118889, -84.31444167)
131176,c(30.87556389, -84.16487778)
131177,c(31.57264444, -84.04872778)
131178,c(31.34697222, -82.906675)
131179,c(32.43085556, -84.95347778)
131180,c(32.16754722, -81.91041111)
131182,c(33.39686389, -84.87977222)
131183,c(31.76824167, -81.63213889)
131185,c(31.95243611, -83.78770278)
131186,c(32.295575, -83.55740278)
131187,c(32.1604, -82.33865556)
131188,c(33.599475, -83.47213611)
131189,c(33.91958056, -84.08859167)
131191,c(32.61829444, -83.65642222)
131192,c(34.75694444, -85.26456667)
131193,c(33.68084444, -84.22849722)
131194,c(32.97965278, -83.95288611)
131196,c(33.32684444, -84.12176944)
131197,c(34.97416111, -84.37073611)
131198,c(33.39711667, -83.36881389)
131199,c(33.27816111, -83.00934722)
131202,c(33.60621389, -85.05716389)
131205,c(34.06828333, -83.26378056)
131206,c(32.23810278, -82.40697222)
131208,c(34.03081667, -84.56856111)
131209,c(32.99874444, -83.94121389)
131210,c(32.21511389, -81.174975)
131211,c(33.897, -83.95926389)
131212,c(32.03726111, -80.99054722)
131213,c(33.95522778, -84.35683056)
131214,c(31.27760556, -83.878825)
131215,c(33.74661944, -84.36262222)
131216,c(34.23586111, -84.26251667)
131217,c(32.24376944, -84.79369167)
131218,c(33.88406667, -84.53458333)
131219,c(31.442075, -81.4285)
131220,c(33.78067778, -84.54078889)
131221,c(34.20616389, -84.78100278)
131223,c(32.42754444, -84.94993333)
131225,c(33.08716667, -83.93213056)
131226,c(34.01392778, -83.69900833)
131227,c(31.15434444, -83.39169444)
131228,c(32.95904444, -83.23548056)
131229,c(33.95934444, -83.58847222)
131230,c(33.88809167, -84.83723333)
131231,c(33.97451667, -84.82074167)
131232,c(33.03899722, -83.23496111)
131234,c(33.61799444, -84.47286389)
131235,c(31.85331389, -81.29811111)
131236,c(30.81064444, -81.74839167)
131237,c(33.69014167, -84.49992778)
131238,c(32.01489722, -80.87189722)
131239,c(34.53358056, -83.94325556)
131240,c(34.08576667, -84.73628889)
131241,c(34.756875, -85.00204722)
131242,c(33.96741389, -83.81839444)
131243,c(31.35912778, -83.486)
131244,c(34.06438611, -84.72390556)
131245,c(34.02735278, -84.42391667)
131246,c(34.58147222, -85.28243333)
131247,c(33.78858333, -84.62152778)
131248,c(31.37266389, -81.62467222)
131249,c(32.7607, -85.02171944)
131250,c(33.94043889, -84.70304167)
131251,c(34.0012, -84.40317222)
131252,c(34.54233333, -83.95861667)
131253,c(32.91793333, -82.79835833)
131254,c(34.48903056, -85.34211667)
131255,c(33.86063333, -84.66624722)
131256,c(33.62152222, -84.38345556)
131258,c(33.48103056, -84.68190833)
131259,c(33.81036944, -82.69286944)
131260,c(33.79495833, -84.80209722)
131261,c(34.22093056, -83.51873056)
131262,c(32.48654167, -84.94135556)
131263,c(31.06295833, -83.26963333)
131264,c(32.050975, -83.11459167)
131265,c(33.50936667, -82.84128333)
131266,c(34.50429167, -84.90625)
131267,c(34.22662222, -83.73632778)
131268,c(30.81364722, -81.62840833)
131269,c(34.25100833, -83.44283056)
131270,c(32.06863333, -81.10169167)
131272,c(33.62639444, -83.32367778)
131273,c(34.97183333, -85.44391111)
131274,c(34.37711667, -84.91071667)
131275,c(31.63363056, -82.86723056)
131276,c(31.44214444, -82.85061111)
131277,c(32.61438889, -83.71508889)
131278,c(33.73436667, -84.21318889)
131280,c(33.92135278, -84.46415278)
131281,c(32.98409444, -83.8343)
131282,c(33.91015556, -84.22285)
131283,c(33.71918333, -84.83539167)
131284,c(31.77358333, -84.43543333)
131285,c(32.13354722, -82.07729722)
131286,c(33.55973611, -84.58838056)
131287,c(33.58485833, -84.51355278)
131288,c(31.50959722, -82.05014444)
131289,c(33.14628333, -84.91819444)
131290,c(31.22245556, -83.65311667)
131291,c(33.92858333, -84.09885833)
131292,c(31.02049722, -84.82949444)
131293,c(34.53331944, -83.25531111)
131294,c(33.62322222, -85.10016944)
131295,c(33.53402222, -84.364125)
131296,c(34.061975, -84.61055833)
131297,c(33.96419167, -84.52213611)
131298,c(33.78849722, -84.390925)
131299,c(33.77298056, -84.60347778)
131300,c(33.90843333, -84.18331667)
131301,c(33.458275, -83.24394722)
131302,c(33.55613056, -84.34656111)
131303,c(33.12626389, -83.47488889)
131304,c(33.97390833, -85.25824722)
131305,c(33.79348056, -83.50680556)
131306,c(31.70200833, -83.66408889)
131307,c(33.50237778, -84.42303056)
131308,c(33.68965, -84.50018056)
131309,c(32.92865556, -84.27651389)
131310,c(34.47363611, -85.35163611)
131312,c(33.67556111, -84.28701667)
131313,c(33.25433889, -83.89856111)
131314,c(33.37799444, -84.12658611)
131315,c(33.54863056, -84.57124167)
131316,c(32.21705, -83.02546389)
131317,c(34.20218889, -83.81666111)
131318,c(32.72079444, -81.74423056)
131319,c(31.64785, -84.17429444)
131320,c(31.17796667, -81.50161667)
131321,c(34.95857778, -84.93831111)
131322,c(33.15917778, -83.32909167)
131323,c(33.20149444, -82.04187778)
131324,c(33.59728056, -84.40693056)
131325,c(33.34635833, -83.88997222)
131326,c(33.52165, -84.95776111)
131328,c(33.61163333, -84.43668611)
131329,c(34.98335833, -83.72841944)
131330,c(33.60833889, -83.88166111)
131331,c(34.73320278, -84.51245)
131332,c(33.33500278, -84.83942778)
131333,c(34.19421389, -84.79740278)
131334,c(33.02998333, -83.98400556)
131335,c(32.56971111, -83.22404167)
131336,c(32.43064444, -81.45466389)
131337,c(33.86824722, -83.98463889)
131338,c(34.90578611, -85.21188611)
131339,c(33.67950556, -85.30704444)
131340,c(33.55365556, -84.23093889)
131341,c(32.07425556, -82.10259167)
131342,c(31.82863611, -81.49008333)
131343,c(34.20194722, -83.71999444)
131344,c(33.95228333, -84.55205556)
131345,c(33.44101111, -85.19681111)
131347,c(33.78616667, -84.39098056)
131348,c(33.17555278, -84.02550278)
131351,c(33.47593056, -83.80912222)
131352,c(33.43091944, -84.14501389)
131353,c(31.81338333, -82.65672222)
131354,c(32.25251667, -83.78925)
131355,c(34.90776111, -85.29093333)
131356,c(33.65152222, -83.97343056)
131357,c(34.50673889, -83.92956111)
131359,c(32.58656389, -83.74835833)
131360,c(33.87071667, -82.46978333)
131361,c(31.23258333, -84.20741111)
131362,c(34.05115556, -84.01715556)
131363,c(34.23408611, -84.05685)
131364,c(32.9878, -84.29973333)
131365,c(33.323025, -84.77818611)
131366,c(34.00878889, -85.10959722)
131367,c(33.92755, -84.17771667)
131368,c(34.21524722, -84.75468889)
131369,c(34.20555556, -83.71900556)
131370,c(33.93281111, -84.35768611)
131372,c(33.85606944, -83.99410278)
131373,c(33.92719444, -84.274225)
131374,c(32.62390278, -81.619725)
131375,c(33.82483333, -84.48906111)
131377,c(34.46523889, -84.45855556)
131378,c(33.21726389, -84.06834167)
131379,c(34.38515278, -84.07551944)
131380,c(32.15598889, -81.42961667)
131381,c(33.49342778, -82.63089722)
131382,c(33.61938889, -84.4206)
131383,c(33.32725556, -82.55978056)
131384,c(33.93245, -84.12028333)
131385,c(33.40771944, -84.72739722)
131386,c(34.47259722, -83.77081667)
131387,c(33.27593056, -84.2912)
131388,c(33.91216667, -84.38019722)
131389,c(33.98268889, -83.37705278)
131390,c(33.41766111, -83.84179722)
131391,c(31.54420556, -83.51441944)
131392,c(31.55441944, -84.11497778)
131393,c(33.172725, -84.08774444)
131394,c(33.73432778, -84.21315833)
131395,c(34.59395278, -83.52712778)
131396,c(30.79894444, -83.37070278)
131397,c(33.91955556, -84.48311944)
131398,c(34.07736111, -84.001925)
131399,c(31.71323056, -83.20499444)
131400,c(31.92900833, -81.32928889)
131401,c(33.91540833, -83.47284722)
131402,c(31.46589444, -82.83980833)
131404,c(33.89473333, -84.55353611)
131405,c(33.34839444, -84.295725)
131406,c(32.898, -84.40335833)
131407,c(30.88430556, -83.27080278)
131408,c(34.02473056, -83.26409722)
131409,c(32.63520833, -83.01761667)
131410,c(33.41119722, -84.63121944)
131411,c(31.57793333, -83.89110833)
131412,c(33.96580278, -84.06625278)
131413,c(32.137625, -83.75858611)
131414,c(34.08593056, -84.52206389)
131415,c(31.07809722, -84.70845833)
131416,c(32.05060278, -84.80674444)
131417,c(32.12484722, -81.38684722)
131418,c(34.24766667, -84.84126944)
131419,c(34.79026667, -84.78394167)
131420,c(34.76332778, -84.74774722)
131421,c(34.00381389, -83.57734167)
131422,c(31.20673889, -82.35956389)
131423,c(32.20236389, -83.15846389)
131424,c(31.81140556, -81.60258889)
131425,c(34.47405278, -83.25785556)
131426,c(34.33528889, -84.38445278)
131427,c(33.44368333, -82.25548611)
131428,c(31.59938611, -84.11283333)
131429,c(32.76974167, -85.02011667)
131430,c(32.24480278, -81.52289722)
131431,c(31.20651944, -82.35887778)
131432,c(34.16574722, -83.96007778)
131433,c(34.11572222, -84.77638333)
131434,c(32.35351111, -84.53646944)
131435,c(32.92505556, -83.18628333)
131436,c(33.98765833, -84.68391944)
131437,c(32.95020556, -83.20346389)
131440,c(33.75250278, -82.86764722)
131441,c(33.86530556, -84.80132778)
131442,c(33.63412778, -82.47346389)
131443,c(33.79875833, -83.66973333)
131444,c(34.16605833, -84.23531667)
131445,c(32.001375, -83.82205556)
131446,c(34.44743333, -83.12053056)
131447,c(34.68198611, -85.29775)
131448,c(31.50395278, -84.28269444)
131449,c(34.84471667, -84.94318889)
131450,c(31.48611667, -82.59779167)
131451,c(34.02493889, -84.05457778)
131452,c(33.69451944, -84.53859722)
131453,c(30.85018333, -83.95288889)
131454,c(33.34890833, -84.29580556)
131455,c(33.74555556, -84.08389167)
131457,c(32.56646667, -84.96071667)
131458,c(34.16078611, -84.80240833)
131459,c(30.82094722, -83.31109444)
131460,c(34.52593611, -83.19680556)
131461,c(33.90889722, -84.82460833)
131462,c(33.61765556, -84.45200278)
131463,c(31.29662778, -81.48320833)
131464,c(33.65153056, -84.367375)
131465,c(33.70605833, -83.79726111)
131466,c(33.83476389, -84.20388889)
131467,c(33.75329167, -84.402825)
131468,c(31.85388333, -82.59956944)
131469,c(33.62771389, -84.45633889)
131470,c(33.88673611, -84.188125)
131471,c(34.00186667, -84.5246)
131472,c(33.78426667, -84.54155833)
131473,c(33.67463333, -84.99389444)
131474,c(34.21250833, -84.83261944)
131475,c(33.90215833, -84.55332778)
131476,c(33.76545, -83.30948056)
131477,c(34.04753611, -83.32241111)
131478,c(31.1618, -81.46716111)
131479,c(32.68275833, -83.74152222)
131480,c(33.86803611, -84.180625)
131481,c(33.81382778, -84.39563611)
131482,c(33.07249722, -84.16995556)
131483,c(32.62166111, -83.60021667)
131484,c(33.98754167, -84.03752222)
131485,c(33.92171667, -84.48498056)
131486,c(33.75246389, -84.49577222)
131487,c(33.94303889, -84.53328056)
131488,c(32.05049444, -84.80693611)
131489,c(33.60808056, -84.49955278)
131490,c(32.57905, -83.66157778)
131491,c(33.61516667, -83.91674444)
131492,c(34.41085833, -84.91857778)
131493,c(33.67646389, -85.15093889)
131494,c(33.51199444, -83.92362778)
131495,c(33.64521667, -84.23064722)
131497,c(33.06921667, -82.04423889)
131498,c(32.758175, -83.70930833)
131499,c(33.48139444, -81.98407778)
131500,c(31.14592778, -81.57549167)
131501,c(33.39616667, -83.34149444)
131502,c(33.63237778, -84.40643889)
131503,c(33.55089444, -84.27835833)
131504,c(33.34968333, -82.00223611)
131505,c(32.93310833, -83.70266111)
131506,c(33.51296667, -82.04935833)
131507,c(33.83478611, -84.20346944)
131508,c(33.48248333, -82.04980278)
131509,c(33.44268056, -82.00311944)
131510,c(33.54949444, -84.36998889)
131511,c(33.63041667, -84.41365556)
131512,c(30.75468056, -83.27194722)
131513,c(30.95926111, -84.64561111)
131514,c(33.77574722, -84.46805278)
131515,c(33.63840278, -84.45604444)
131516,c(33.77572778, -84.46810556)
131517,c(33.80553611, -84.18803611)
131518,c(34.00386944, -84.33624722)
131519,c(34.07445556, -84.6185)
131520,c(33.45958333, -84.42127778)
131521,c(33.894725, -84.55086111)
131522,c(33.61683056, -83.45064722)
131523,c(33.43910556, -82.01610556)
131524,c(33.9632, -84.49413333)
131525,c(34.3452, -83.75711667)
131526,c(33.37299444, -82.139075)
131527,c(31.19095556, -81.82050278)
131528,c(33.82940833, -84.38741944)
131529,c(33.69769444, -84.41624167)
131530,c(32.08244444, -81.19566111)
131531,c(33.45773611, -82.04370278)
131532,c(33.03764722, -85.02450556)
131533,c(33.42069444, -82.08126944)
131534,c(33.91236667, -84.16063056)
131535,c(33.56460556, -84.37108889)
131536,c(33.94319167, -84.53379444)
131537,c(32.80974444, -83.51351111)
131538,c(33.83433611, -84.19989444)
131539,c(33.03106667, -85.00883889)
131540,c(34.77518889, -84.95088889)
131541,c(34.13535278, -84.56514722)
131542,c(33.74528611, -84.26081389)
131543,c(33.82476944, -84.35543056)
131544,c(33.76198889, -84.53601667)
131545,c(31.83005556, -81.61618056)
131546,c(33.73690278, -84.39213056)
131547,c(34.09685833, -84.12877222)
131548,c(32.54934722, -84.88438333)
131549,c(33.75608056, -85.28466944)
131550,c(33.70078056, -84.26770833)
131551,c(33.984625, -83.95328056)
131552,c(34.34143056, -84.05361111)
131553,c(33.07532778, -84.94095)
131555,c(33.71900833, -84.40782778)
131556,c(32.81465, -83.67531111)
131557,c(32.31596389, -82.14904722)
131558,c(32.46695833, -84.94705)
131559,c(32.543325, -84.94772222)
131560,c(32.59019444, -83.83271667)
131561,c(33.91731389, -84.55100556)
131562,c(33.80791667, -84.65404167)
131563,c(31.85030833, -81.40613333)
131564,c(33.65152778, -84.12508889)
131565,c(31.59907778, -84.14381667)
131566,c(33.40385, -84.44340556)
131567,c(33.85521667, -83.93639167)
131568,c(33.82498333, -84.36720278)
131569,c(33.76598611, -84.52605278)
131570,c(33.05650278, -84.29003333)
131571,c(34.47007778, -84.08929444)
131572,c(33.36376944, -84.71231111)
131573,c(33.82732222, -84.12548333)
131574,c(31.7438, -83.03958333)
131576,c(33.70331389, -84.16812778)
131577,c(32.07200278, -81.06711389)
131579,c(32.26822222, -83.30015)
131580,c(33.91476111, -83.97094167)
131581,c(31.84986667, -81.59261667)
131582,c(33.84030278, -84.13111111)
131583,c(34.43785833, -84.43784167)
131584,c(32.026275, -83.0373)
131585,c(33.69891389, -84.2708)
131586,c(34.522675, -85.48173333)
131587,c(33.46921667, -82.39701944)
131588,c(31.81094722, -81.49860833)
150001,c(21.90914444, -159.59435)
150002,c(20.02430833, -155.68061944)
150003,c(20.87660556, -156.67816111)
150004,c(21.4626, -157.99820278)
150005,c(20.78147222, -156.46269722)
150006,c(21.31844444, -158.00696944)
150007,c(21.37795278, -157.75104444)
150008,c(21.41948611, -158.00590556)
150009,c(19.54681111, -154.97839167)
150010,c(19.36430278, -154.96285833)
150011,c(21.40892778, -158.17712222)
150012,c(19.87955556, -155.90065278)
150013,c(21.60091389, -157.89778333)
150014,c(19.91457222, -155.83250556)
150015,c(21.31485833, -157.86732222)
150016,c(21.33999167, -157.86796111)
150017,c(21.57614167, -158.11053611)
150018,c(21.00850833, -156.64673611)
150019,c(21.33155556, -158.04474444)
150020,c(21.42186111, -157.99466111)
150021,c(19.62371667, -155.98553611)
150022,c(19.60230556, -155.02431389)
150023,c(19.60396389, -155.94841667)
150024,c(21.28163056, -157.7121)
150025,c(21.42623333, -158.16911944)
150026,c(21.48761389, -158.02614722)
150027,c(20.79546389, -156.51149444)
150028,c(21.39156389, -158.03578333)
150029,c(19.68202222, -155.18939167)
150030,c(21.57493889, -158.10643333)
150032,c(21.33928889, -157.92795556)
150033,c(21.37669722, -158.04599444)
150034,c(21.39573333, -157.80675833)
150035,c(21.37193611, -157.93370556)
150036,c(21.36450278, -157.78100278)
150037,c(21.44421667, -158.01628056)
150038,c(19.09103056, -155.78926111)
150039,c(20.89099444, -156.47393889)
150040,c(21.39376111, -157.95743889)
150041,c(22.00790278, -159.34581667)
150042,c(19.52349167, -155.13571944)
150043,c(21.43821944, -157.81184722)
150044,c(21.94954722, -159.46710278)
150045,c(21.92139444, -159.49989167)
150046,c(22.20894722, -159.45400833)
150047,c(21.37981111, -157.81173333)
150048,c(21.39001944, -157.74003611)
150050,c(21.65673611, -157.93085278)
150051,c(21.38574722, -157.78162222)
150052,c(19.717775, -155.98135)
150053,c(21.36028333, -157.93061944)
150054,c(21.37411944, -158.04132778)
150055,c(21.38312222, -157.73978889)
150056,c(21.66575278, -158.04916111)
150057,c(21.97466667, -159.36788056)
150058,c(21.51299444, -158.04494444)
150059,c(21.37238056, -158.02585278)
150060,c(19.097525, -155.80414167)
150061,c(21.52866389, -158.03965556)
150062,c(21.29404444, -157.82751667)
150063,c(21.41374444, -157.96303056)
150064,c(21.382925, -158.14702778)
150065,c(21.32418889, -157.88215278)
150066,c(21.27779167, -157.77850833)
150067,c(21.54111667, -158.03541389)
150068,c(21.38291944, -158.14703333)
150069,c(21.40661944, -157.76621389)
150070,c(21.36990278, -158.13609444)
150071,c(19.70846389, -155.09469444)
150072,c(20.01975833, -155.80171389)
150073,c(20.69548056, -156.43202222)
150074,c(20.87974167, -156.45706944)
150075,c(21.44311667, -158.185775)
150076,c(21.36749444, -157.92548056)
150077,c(21.37723056, -157.76680833)
150078,c(20.85971667, -156.36744444)
150079,c(21.38431111, -158.03608333)
150080,c(20.78071389, -156.52135)
150081,c(21.27534444, -157.82231667)
150082,c(20.91898611, -156.284825)
150083,c(21.94637222, -159.47587778)
160001,c(43.53217222, -116.49351944)
160002,c(43.48953056, -112.85403056)
160003,c(43.50283333, -116.53310556)
160004,c(47.87781389, -116.85611944)
160005,c(42.91616667, -114.71284444)
160006,c(42.53476111, -114.54139167)
160007,c(43.90462778, -116.71235556)
160008,c(42.95073889, -114.7326)
160009,c(43.60987222, -113.21904722)
160010,c(43.32034722, -111.15841111)
160011,c(47.70966389, -116.99759167)
160012,c(43.12540833, -114.65989444)
160013,c(47.71296667, -116.9509)
160014,c(43.79675556, -116.48168333)
160015,c(46.43367778, -116.97415556)
160016,c(43.69643611, -116.22802222)
160017,c(43.92136667, -116.19494722)
160018,c(48.52057222, -116.44048056)
160019,c(43.55004167, -116.58769444)
160020,c(43.21119722, -115.68748333)
160021,c(42.88836111, -112.40664444)
160022,c(43.86408889, -111.40721389)
160023,c(43.43950833, -112.07875833)
160024,c(46.24144167, -116.53544167)
160025,c(47.74196944, -117.02748611)
160026,c(44.04280833, -116.87500833)
160027,c(43.64700833, -116.87173889)
160028,c(43.5279, -112.26373889)
160029,c(48.04117222, -116.64186111)
160030,c(43.37395833, -116.91628056)
160031,c(45.25929444, -116.33905556)
160032,c(42.66423889, -114.33311667)
160033,c(43.63727778, -116.35419167)
160034,c(43.63338889, -116.71309722)
160035,c(42.61722778, -112.08150556)
160036,c(43.6522, -114.34806667)
160037,c(43.71287222, -116.75123611)
160038,c(43.61190556, -116.25890556)
160039,c(42.34587778, -114.51604722)
160040,c(43.61093889, -116.66298889)
160041,c(43.34884167, -112.22435833)
160042,c(42.5617, -114.30424722)
160043,c(43.64848889, -116.31420278)
160044,c(43.84596111, -116.466575)
160045,c(43.65130556, -116.66885556)
160046,c(43.84138889, -112.39581944)
160047,c(42.88090556, -112.39473056)
160048,c(42.52016111, -114.47965833)
160049,c(46.50045, -116.70879722)
160050,c(46.39406944, -117.03652778)
160051,c(42.55221944, -112.04358056)
160052,c(44.95640278, -116.09919167)
160053,c(47.98904167, -116.69323611)
160054,c(45.15474444, -113.81454167)
160055,c(43.64610833, -111.90695556)
160056,c(43.70301944, -116.23247778)
160057,c(43.67721667, -116.69453333)
160058,c(48.06947222, -116.83406111)
160059,c(45.94991944, -115.98516667)
160060,c(45.94575556, -116.00261944)
160061,c(43.63942778, -115.80044167)
160062,c(42.90086111, -114.42105556)
160063,c(42.47616111, -114.180475)
160064,c(43.17689167, -114.04525278)
160065,c(42.298125, -113.88185556)
160066,c(43.63338889, -116.71309722)
160067,c(43.99885556, -111.57056111)
160068,c(42.58331944, -114.65334444)
160069,c(43.93152222, -116.84958889)
160070,c(47.94781667, -116.77183333)
160071,c(48.56116389, -116.39695556)
160072,c(46.185275, -116.0028)
160073,c(43.82648333, -111.93153056)
160074,c(42.74745556, -112.88275833)
160075,c(42.64831389, -115.90188611)
160076,c(44.84711944, -116.37888889)
160077,c(43.12597222, -114.65990833)
160078,c(44.05506111, -116.12983056)
160079,c(44.15254167, -111.42391111)
160080,c(44.64849167, -116.39746667)
160081,c(46.45403611, -116.79814722)
160082,c(43.60366389, -116.734825)
160083,c(43.619575, -116.60880833)
160084,c(43.91927222, -111.71651667)
160085,c(43.47390833, -116.49353889)
160086,c(43.47055278, -116.09985833)
160087,c(44.12770833, -116.11155556)
160088,c(43.57033889, -116.03091944)
160089,c(42.71308611, -112.42158333)
160090,c(44.57641944, -111.33716111)
160091,c(48.22739444, -116.63432222)
160092,c(44.46731667, -111.43078889)
160093,c(42.99733333, -111.50418333)
160094,c(43.60455556, -116.65900278)
160095,c(42.56481944, -114.30101667)
160096,c(43.54785278, -111.99893611)
160097,c(43.59668889, -111.86601389)
160098,c(43.59138056, -116.54295278)
160099,c(44.13541111, -116.11577778)
160100,c(42.81183056, -114.89111389)
160101,c(44.33956389, -112.17633611)
160102,c(48.32396667, -116.38663056)
160103,c(43.84609444, -116.95443056)
160104,c(44.51671111, -116.69171389)
160105,c(44.59564167, -116.04281389)
160106,c(47.72059722, -117.02327778)
160107,c(43.31208333, -115.44148056)
160108,c(42.938825, -114.41615)
160109,c(42.82481667, -112.48493333)
160110,c(43.93238056, -116.43558889)
160111,c(43.90941111, -115.89303889)
160113,c(44.06909444, -115.52426111)
160114,c(43.61916667, -116.263475)
160115,c(44.44098056, -116.59385833)
160116,c(47.96091944, -116.87150833)
160117,c(42.72025, -114.51848056)
160118,c(43.48207778, -111.98443889)
160119,c(45.12097222, -113.89298056)
160121,c(43.30651389, -115.91236111)
160122,c(43.09356944, -115.66628889)
160123,c(43.50973056, -111.88384167)
160124,c(43.295525, -113.99240556)
160125,c(42.57603889, -113.76393611)
160126,c(42.29556944, -112.20974167)
160127,c(42.57634722, -114.01636667)
160128,c(43.82162778, -116.69993889)
160129,c(42.82323056, -114.79375278)
160130,c(44.02166111, -111.43774444)
160131,c(42.47505278, -114.12954444)
160132,c(44.66368056, -111.30398889)
160133,c(44.48603889, -116.00245)
160134,c(43.869025, -111.3928)
160135,c(43.88959444, -116.95434722)
160136,c(43.65305556, -116.82263611)
160137,c(42.95833611, -115.34651944)
160138,c(47.854125, -116.75546944)
160139,c(42.91772222, -114.92427778)
