"011170303192","+33.2471463","-086.8215855","within","35007","35007"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170303061","+33.2297531","-086.8325873","within","35007","35007"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170303062","+33.2389692","-086.8325776","within","35007","35007"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170303063","+33.2241615","-086.8143688","within","35007","35007"
"geoid","lat","lon","parse","zcta","zcNAME"
"011239621004","+32.9484815","-085.9646787","within","35010","35010"
"geoid","lat","lon","parse","zcta","zcNAME"
"011239621002","+32.9305468","-085.9970429","within","35010","35010"
"geoid","lat","lon","parse","zcta","zcNAME"
"011239621003","+32.9402300","-085.9741216","within","35010","35010"
"geoid","lat","lon","parse","zcta","zcNAME"
"011239622001","+32.9751832","-085.9116660","within","35010","35010"
"geoid","lat","lon","parse","zcta","zcNAME"
"011239620004","+32.9558172","-085.9511539","within","35010","35010"
"geoid","lat","lon","parse","zcta","zcNAME"
"011239623022","+32.9117060","-085.9749781","within","35010","35010"
"geoid","lat","lon","parse","zcta","zcNAME"
"011239623021","+32.9363191","-085.9450998","within","35010","35010"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730102002","+33.4043873","-086.9594485","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730102003","+33.3946856","-086.9592213","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730102001","+33.3990481","-086.9689725","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730103011","+33.3930351","-086.9441909","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730103012","+33.3887940","-086.9508032","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730103013","+33.3965944","-086.9500363","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730103022","+33.4111676","-086.9407605","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730103021","+33.3998254","-086.9447170","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730104011","+33.3834304","-086.9565865","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730104012","+33.3862851","-086.9622341","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730104014","+33.3774708","-086.9635090","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730104013","+33.3875478","-086.9680976","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730133001","+33.4288180","-086.9407600","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730105002","+33.4276280","-086.9252185","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730101003","+33.4161693","-086.9509742","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730101001","+33.4228047","-086.9471656","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730101002","+33.4117391","-086.9569764","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730136015","+33.4403801","-086.9486795","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730136012","+33.4372743","-086.9407463","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730136013","+33.4311095","-086.9496732","within","35020","35020"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730121033","+33.6446848","-086.9630212","within","35073","35073"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170303362","+33.2873570","-086.8711928","within","35080","35080"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170303363","+33.2723548","-086.8806207","within","35080","35080"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170303172","+33.2837993","-086.8390951","within","35080","35080"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170303171","+33.2778250","-086.8468699","within","35080","35080"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330207042","+34.7325615","-087.6623975","within","35661","35661"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330207044","+34.7520292","-087.6621286","within","35661","35661"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330207034","+34.7551283","-087.6520742","within","35661","35661"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330207033","+34.7484603","-087.6533617","within","35661","35661"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330207032","+34.7516849","-087.6339641","within","35661","35661"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330207031","+34.7371833","-087.6440485","within","35661","35661"
"geoid","lat","lon","parse","zcta","zcNAME"
"010550005002","+34.0269358","-086.0533586","within","35904","35904"
"geoid","lat","lon","parse","zcta","zcNAME"
"010550009004","+33.9998965","-086.0389391","within","35904","35904"
"geoid","lat","lon","parse","zcta","zcNAME"
"010550004002","+34.0508560","-086.0113425","within","35904","35904"
"geoid","lat","lon","parse","zcta","zcNAME"
"010550004003","+34.0446270","-086.0033639","within","35904","35904"
"geoid","lat","lon","parse","zcta","zcNAME"
"010010205021","+32.4684119","-086.4149975","within","36066","36066"
"geoid","lat","lon","parse","zcta","zcNAME"
"010010205022","+32.4673115","-086.4218280","within","36066","36066"
"geoid","lat","lon","parse","zcta","zcNAME"
"010010205033","+32.4695124","-086.4302842","within","36066","36066"
"geoid","lat","lon","parse","zcta","zcNAME"
"010010205032","+32.4797005","-086.4240099","within","36066","36066"
"geoid","lat","lon","parse","zcta","zcNAME"
"010010205031","+32.4787914","-086.4175693","within","36066","36066"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150004002","+33.6835415","-085.8451914","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150004003","+33.6712239","-085.8533683","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150004001","+33.6820547","-085.8686849","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150003002","+33.6792868","-085.8338011","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150013002","+33.6513178","-085.8721124","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150013001","+33.6395884","-085.8728733","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150005001","+33.6619213","-085.8491801","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150005002","+33.6639860","-085.8388844","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150014004","+33.6635029","-085.8906511","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150014003","+33.6446727","-085.8986079","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150014001","+33.6710509","-085.8769559","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150014002","+33.6678900","-085.9154044","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150006002","+33.6268053","-085.8390956","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010150006001","+33.6422330","-085.8412035","within","36201","36201"
"geoid","lat","lon","parse","zcta","zcNAME"
"010670302003","+31.5364878","-085.2408184","within","36310","36310"
"geoid","lat","lon","parse","zcta","zcNAME"
"010670302002","+31.5601797","-085.2852977","within","36310","36310"
"geoid","lat","lon","parse","zcta","zcNAME"
"010670302001","+31.5799151","-085.2309855","within","36310","36310"
"geoid","lat","lon","parse","zcta","zcNAME"
"010399617002","+31.4002785","-086.6098380","within","36474","36474"
"geoid","lat","lon","parse","zcta","zcNAME"
"010970063061","+30.7481811","-088.2561378","within","36575","36575"
"geoid","lat","lon","parse","zcta","zcNAME"
"010970063062","+30.7325542","-088.2419342","within","36575","36575"
"geoid","lat","lon","parse","zcta","zcNAME"
"010970026001","+30.7002332","-088.1047655","within","36607","36607"
"geoid","lat","lon","parse","zcta","zcNAME"
"010259576042","+31.8994306","-087.7317113","within","36784","36784"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730123073","+33.4903013","-086.9792325","within","35127","35127"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730123063","+33.4852118","-086.9650800","within","35127","35127"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730123041","+33.4959693","-086.9681026","within","35127","35127"
"geoid","lat","lon","parse","zcta","zcNAME"
"011150405033","+33.7551455","-086.4300070","within","35146","35146"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730001004","+33.5754701","-086.7303035","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730001005","+33.5723443","-086.7240215","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730021001","+33.5626514","-086.7071350","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730021002","+33.5705921","-086.7128827","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730021003","+33.5666515","-086.7208971","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730019023","+33.5607026","-086.7327052","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730020003","+33.5587524","-086.7181952","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730020002","+33.5605227","-086.7249877","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730053022","+33.5713972","-086.6983511","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730053023","+33.5790328","-086.7043394","within","35206","35206"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730108063","+33.5259528","-086.6758240","within","35210","35210"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730127014","+33.5399144","-086.6590824","within","35210","35210"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730127011","+33.5389033","-086.6829489","within","35210","35210"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730056005","+33.5281957","-086.7101531","within","35210","35210"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730126021","+33.5416003","-086.7072549","within","35210","35210"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730126022","+33.5380084","-086.7012070","within","35210","35210"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730108032","+33.5275477","-086.6908027","within","35210","35210"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730108033","+33.5248173","-086.7050450","within","35210","35210"
"geoid","lat","lon","parse","zcta","zcNAME"
"010599737021","+34.3516386","-087.7450946","within","35581","35581"
"geoid","lat","lon","parse","zcta","zcNAME"
"010199560001","+34.1513552","-085.6520464","within","35960","35960"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010022014","+32.3303628","-086.3120008","within","36105","36105"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010022012","+32.3357162","-086.3037047","within","36105","36105"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010022015","+32.3392515","-086.3121917","within","36105","36105"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010023002","+32.3407727","-086.3208006","within","36105","36105"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010023003","+32.3345318","-086.3195922","within","36105","36105"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010023004","+32.3350894","-086.3264257","within","36105","36105"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010023001","+32.3474705","-086.3197537","within","36105","36105"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730141053","+33.3660791","-086.9908837","within","35022","35022"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730014003","+33.5226777","-086.8395226","within","35204","35204"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730014002","+33.5254760","-086.8385805","within","35204","35204"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730029002","+33.5148981","-086.8373041","within","35204","35204"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730030021","+33.5182620","-086.8448015","within","35204","35204"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730109001","+33.5817866","-086.7563270","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730109003","+33.5735719","-086.7614815","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730109005","+33.5811906","-086.7683013","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730109006","+33.5786269","-086.7756250","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730109004","+33.5755829","-086.7694914","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730109002","+33.5803455","-086.7810355","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730004003","+33.5690647","-086.7756863","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730004004","+33.5669081","-086.7815671","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730004005","+33.5588172","-086.7811429","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730119041","+33.5948884","-086.7515539","within","35217","35217"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170303524","+33.3560427","-086.8124821","within","35244","35244"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170303523","+33.3500579","-086.8202171","within","35244","35244"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730142082","+33.3313745","-086.8977027","within","35244","35244"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730142083","+33.3386635","-086.8800550","within","35244","35244"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730144083","+33.3700191","-086.8049793","within","35244","35244"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730144081","+33.3645535","-086.8175030","within","35244","35244"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730144103","+33.3412412","-086.8604458","within","35244","35244"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730144102","+33.3634290","-086.8324105","within","35244","35244"
"geoid","lat","lon","parse","zcta","zcNAME"
"010650400003","+32.9619298","-087.6382848","within","35474","35474"
"geoid","lat","lon","parse","zcta","zcNAME"
"010939643003","+34.1917628","-088.0030121","within","35570","35570"
"geoid","lat","lon","parse","zcta","zcNAME"
"010939643002","+34.1797810","-088.0335092","within","35570","35570"
"geoid","lat","lon","parse","zcta","zcNAME"
"010939643001","+34.1394546","-087.9808157","within","35570","35570"
"geoid","lat","lon","parse","zcta","zcNAME"
"010939644021","+34.1508784","-088.0551114","within","35570","35570"
"geoid","lat","lon","parse","zcta","zcNAME"
"010939644012","+34.1214893","-088.0082474","within","35570","35570"
"geoid","lat","lon","parse","zcta","zcNAME"
"010599729002","+34.5130221","-087.6157116","within","35654","35654"
"geoid","lat","lon","parse","zcta","zcNAME"
"010310105002","+31.4241529","-086.0926760","within","36323","36323"
"geoid","lat","lon","parse","zcta","zcNAME"
"010310105005","+31.4636846","-086.0908286","within","36323","36323"
"geoid","lat","lon","parse","zcta","zcNAME"
"010310105004","+31.4616011","-086.1096753","within","36323","36323"
"geoid","lat","lon","parse","zcta","zcNAME"
"010970031001","+30.6323113","-088.1514320","within","36693","36693"
"geoid","lat","lon","parse","zcta","zcNAME"
"010970037121","+30.6370749","-088.1803733","within","36693","36693"
"geoid","lat","lon","parse","zcta","zcNAME"
"010970037123","+30.6235025","-088.1757874","within","36693","36693"
"geoid","lat","lon","parse","zcta","zcNAME"
"010970037103","+30.6249421","-088.1614618","within","36693","36693"
"geoid","lat","lon","parse","zcta","zcNAME"
"010970037102","+30.6268273","-088.1697050","within","36693","36693"
"geoid","lat","lon","parse","zcta","zcNAME"
"010179543001","+32.8236179","-085.1944158","within","36854","36854"
"geoid","lat","lon","parse","zcta","zcNAME"
"010179543004","+32.8013778","-085.1929199","within","36854","36854"
"geoid","lat","lon","parse","zcta","zcNAME"
"010179547003","+32.7809938","-085.1806722","within","36854","36854"
"geoid","lat","lon","parse","zcta","zcNAME"
"010179547004","+32.7580757","-085.1914229","within","36854","36854"
"geoid","lat","lon","parse","zcta","zcNAME"
"011190115005","+32.4840547","-088.3035283","within","36925","36925"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170307013","+33.1806886","-086.6241786","within","35051","35051"
"geoid","lat","lon","parse","zcta","zcNAME"
"011170307015","+33.1840126","-086.6264513","within","35051","35051"
"geoid","lat","lon","parse","zcta","zcNAME"
"010890109022","+34.6685303","-086.3741676","within","35748","35748"
"geoid","lat","lon","parse","zcta","zcNAME"
"010550003002","+34.0200657","-086.0056194","within","35901","35901"
"geoid","lat","lon","parse","zcta","zcNAME"
"010550008001","+34.0221251","-086.0224038","within","35901","35901"
"geoid","lat","lon","parse","zcta","zcNAME"
"010550012002","+34.0068205","-086.0134281","within","35901","35901"
"geoid","lat","lon","parse","zcta","zcNAME"
"010550002001","+34.0478914","-085.9556398","within","35901","35901"
"geoid","lat","lon","parse","zcta","zcNAME"
"010550002003","+34.0348351","-085.9859167","within","35901","35901"
"geoid","lat","lon","parse","zcta","zcNAME"
"010510308022","+32.5938362","-086.2605307","within","36092","36092"
"geoid","lat","lon","parse","zcta","zcNAME"
"010510308011","+32.5322933","-086.2053966","within","36092","36092"
"geoid","lat","lon","parse","zcta","zcNAME"
"010510308012","+32.5456818","-086.2121836","within","36092","36092"
"geoid","lat","lon","parse","zcta","zcNAME"
"010510306003","+32.6233171","-086.1799405","within","36092","36092"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010026001","+32.3963901","-086.2417089","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010026003","+32.3915709","-086.2369796","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010026002","+32.3847197","-086.2353818","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010027003","+32.3784134","-086.2330701","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010027001","+32.3750011","-086.2415996","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010017001","+32.3753701","-086.2490904","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010017004","+32.3735288","-086.2604218","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010017005","+32.3772704","-086.2540243","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010019002","+32.3884643","-086.2482772","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010019004","+32.3970536","-086.2492099","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"011010019003","+32.3891564","-086.2536503","within","36109","36109"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730100013","+33.4448404","-087.0128722","within","35023","35023"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730100011","+33.4589534","-087.0076661","within","35023","35023"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730100012","+33.4500331","-086.9942834","within","35023","35023"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730100023","+33.4312222","-086.9968193","within","35023","35023"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730100024","+33.4209280","-086.9882384","within","35023","35023"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730140012","+33.4619875","-087.0404293","within","35023","35023"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730140011","+33.4811147","-087.0736978","within","35023","35023"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730139022","+33.4444098","-086.9881905","within","35023","35023"
"geoid","lat","lon","parse","zcta","zcNAME"
"011250106032","+33.2640191","-087.1368345","within","35111","35111"
"geoid","lat","lon","parse","zcta","zcNAME"
"011150402101","+33.5405880","-086.2399198","within","35128","35128"
"geoid","lat","lon","parse","zcta","zcNAME"
"011250107063","+33.1856791","-087.4113734","within","35453","35453"
"geoid","lat","lon","parse","zcta","zcNAME"
"011250107061","+33.1616755","-087.3735718","within","35453","35453"
"geoid","lat","lon","parse","zcta","zcNAME"
"011270214003","+33.7150507","-087.2741244","within","35580","35580"
"geoid","lat","lon","parse","zcta","zcNAME"
"010830205002","+34.7979745","-086.9841584","within","35611","35611"
"geoid","lat","lon","parse","zcta","zcNAME"
"010830205001","+34.8000679","-086.9978856","within","35611","35611"
"geoid","lat","lon","parse","zcta","zcNAME"
"010830204041","+34.7497464","-087.1071092","within","35611","35611"
"geoid","lat","lon","parse","zcta","zcNAME"
"010830206002","+34.8095344","-086.9771056","within","35611","35611"
"geoid","lat","lon","parse","zcta","zcNAME"
"010830207001","+34.8115423","-086.9637954","within","35611","35611"
"geoid","lat","lon","parse","zcta","zcNAME"
"010830210001","+34.7809161","-086.9914360","within","35611","35611"
"geoid","lat","lon","parse","zcta","zcNAME"
"010830210002","+34.7944247","-086.9770298","within","35611","35611"
"geoid","lat","lon","parse","zcta","zcNAME"
"010830204022","+34.7789989","-087.0743091","within","35611","35611"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330202001","+34.7664259","-087.6960323","within","35660","35660"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330202002","+34.7666509","-087.7077084","within","35660","35660"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330201003","+34.7627679","-087.6875115","within","35660","35660"
"geoid","lat","lon","parse","zcta","zcNAME"
"010330201001","+34.7700230","-087.6877174","within","35660","35660"
"geoid","lat","lon","parse","zcta","zcNAME"
"010890018012","+34.7279494","-086.5586828","within","35801","35801"
"geoid","lat","lon","parse","zcta","zcNAME"
"010890017001","+34.7318194","-086.5670675","within","35801","35801"
"geoid","lat","lon","parse","zcta","zcNAME"
"010890017002","+34.7226497","-086.5676937","within","35801","35801"
"geoid","lat","lon","parse","zcta","zcNAME"
"010890020001","+34.7159364","-086.5853491","within","35801","35801"
"geoid","lat","lon","parse","zcta","zcNAME"
"010890010001","+34.7387215","-086.5708463","within","35801","35801"
"geoid","lat","lon","parse","zcta","zcNAME"
"010890031003","+34.7241397","-086.5811763","within","35801","35801"
"geoid","lat","lon","parse","zcta","zcNAME"
"010950309031","+34.2685120","-086.2200308","within","35950","35950"
"geoid","lat","lon","parse","zcta","zcNAME"
"010950309044","+34.2642949","-086.2325273","within","35950","35950"
"geoid","lat","lon","parse","zcta","zcNAME"
"010950309042","+34.2437606","-086.2432229","within","35950","35950"
"geoid","lat","lon","parse","zcta","zcNAME"
"010950309022","+34.2310582","-086.2367229","within","35950","35950"
"geoid","lat","lon","parse","zcta","zcNAME"
"010950309021","+34.2580507","-086.2059848","within","35950","35950"
"geoid","lat","lon","parse","zcta","zcNAME"
"010030112024","+30.5200920","-087.9079082","within","36532","36532"
"geoid","lat","lon","parse","zcta","zcNAME"
"010030112023","+30.5181197","-087.8974921","within","36532","36532"
"geoid","lat","lon","parse","zcta","zcNAME"
"010030112021","+30.4965877","-087.8983687","within","36532","36532"
"geoid","lat","lon","parse","zcta","zcNAME"
"010030112022","+30.5094671","-087.9172489","within","36532","36532"
"geoid","lat","lon","parse","zcta","zcNAME"
"010030111043","+30.5145544","-087.8651354","within","36532","36532"
"geoid","lat","lon","parse","zcta","zcNAME"
"010030111041","+30.5104089","-087.8767608","within","36532","36532"
"geoid","lat","lon","parse","zcta","zcNAME"
"010030112012","+30.5282419","-087.8919297","within","36532","36532"
"geoid","lat","lon","parse","zcta","zcNAME"
"010970061033","+30.7768345","-088.1456300","within","36613","36613"
"geoid","lat","lon","parse","zcta","zcNAME"
"011130302002","+32.4747114","-085.0057807","within","36867","36867"
"geoid","lat","lon","parse","zcta","zcNAME"
"011130302003","+32.4757594","-085.0143545","within","36867","36867"
"geoid","lat","lon","parse","zcta","zcNAME"
"011130303002","+32.4823285","-085.0053328","within","36867","36867"
"geoid","lat","lon","parse","zcta","zcNAME"
"011130303003","+32.4833255","-085.0142076","within","36867","36867"
"geoid","lat","lon","parse","zcta","zcNAME"
"011130304032","+32.4913953","-085.0228799","within","36867","36867"
"geoid","lat","lon","parse","zcta","zcNAME"
"011130304031","+32.4971998","-085.0267445","within","36867","36867"
"geoid","lat","lon","parse","zcta","zcNAME"
"011130304041","+32.4912921","-085.0127791","within","36867","36867"
"geoid","lat","lon","parse","zcta","zcNAME"
"011130304021","+32.5039960","-085.0368011","within","36867","36867"
"geoid","lat","lon","parse","zcta","zcNAME"
"010650404012","+32.6665827","-087.6153761","within","36744","36744"
"geoid","lat","lon","parse","zcta","zcNAME"
"010650404021","+32.7237674","-087.6168805","within","36744","36744"
"geoid","lat","lon","parse","zcta","zcNAME"
"010650404022","+32.7149559","-087.5750452","within","36744","36744"
"geoid","lat","lon","parse","zcta","zcNAME"
"011239624003","+32.8261139","-085.7762009","within","36853","36853"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730121042","+33.5999611","-086.9606811","within","35005","35005"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730121043","+33.5947434","-086.9467454","within","35005","35005"
"geoid","lat","lon","parse","zcta","zcNAME"
"010210603001","+32.9154786","-086.5532568","within","35046","35046"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730106044","+33.4843161","-086.9137961","within","35064","35064"
"geoid","lat","lon","parse","zcta","zcNAME"
"011150402111","+33.5984691","-086.2762284","within","35125","35125"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730111172","+33.6548712","-086.6333734","within","35235","35235"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730111121","+33.6313618","-086.6532503","within","35235","35235"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730111133","+33.6105158","-086.6573920","within","35235","35235"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730111132","+33.6429909","-086.6391990","within","35235","35235"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730111131","+33.6236134","-086.6402413","within","35235","35235"
"geoid","lat","lon","parse","zcta","zcNAME"
"010730059071","+33.6146110","-086.6690122","within","35235","35235"
