"ST_CASE","geometry"
290119,c(39.73702778, -94.24369167)
290120,c(37.42839167, -89.64065556)
290121,c(36.95802778, -89.53441667)
290122,c(39.42046667, -94.89437778)
290123,c(38.95023889, -94.45675556)
290124,c(37.09949722, -90.65596944)
290125,c(39.16001667, -92.33099167)
290126,c(37.96810833, -92.45024722)
290127,c(38.76161389, -90.42474444)
290128,c(39.01183056, -94.08438889)
290129,c(38.58269167, -90.42400278)
290130,c(38.72291389, -90.24015556)
290131,c(38.67975556, -90.21113333)
290132,c(39.04734167, -94.52324444)
290133,c(38.94833056, -93.57241667)
290134,c(39.08686111, -94.31682222)
290135,c(38.68171944, -93.16683333)
290136,c(38.99549722, -91.21821944)
290137,c(36.79063611, -90.34755556)
290138,c(38.87548056, -90.19342778)
290139,c(38.30949722, -92.48969167)
290140,c(38.92889444, -92.17189444)
290141,c(39.05300556, -94.44734167)
290142,c(37.23976667, -93.25203056)
290143,c(39.02864722, -94.30430556)
290144,c(38.49119167, -93.99305556)
290145,c(38.73610833, -90.24869167)
290146,c(37.30288889, -92.99177778)
290147,c(39.204025, -93.45055278)
290148,c(39.947725, -94.11400556)
290149,c(38.09415556, -92.85401389)
290150,c(38.866475, -91.03907778)
290151,c(37.27525833, -93.32547778)
290152,c(36.79352778, -93.92088889)
290153,c(38.25308056, -93.36702778)
290154,c(38.66299722, -93.2745)
290155,c(38.87066667, -92.38174722)
290156,c(36.04635833, -90.26635833)
290157,c(38.25121944, -93.37524722)
290158,c(37.90144167, -90.06810833)
290159,c(38.45121667, -90.3645)
290160,c(37.01155556, -91.24396944)
290161,c(38.86844167, -94.17360833)
290162,c(38.62358056, -90.20284722)
290163,c(38.46099722, -91.00485278)
290164,c(38.37796944, -90.61966667)
290165,c(39.02680556, -94.24338611)
290166,c(38.74936667, -90.32158889)
290167,c(39.34065833, -94.73538611)
290168,c(39.36075, -94.67777778)
290169,c(39.06035556, -94.48841111)
290170,c(37.14803611, -93.42444444)
290171,c(37.39360833, -93.34969167)
290172,c(38.72327778, -93.95469167)
290173,c(36.63873056, -93.21048611)
290174,c(38.62406111, -90.18769444)
290175,c(39.73353056, -94.82153333)
290176,c(39.70668889, -94.86995833)
290177,c(38.82216667, -91.14085556)
290178,c(38.95391667, -94.41790833)
290179,c(38.59130556, -90.24400556)
290180,c(38.25035833, -93.3045)
290181,c(37.10263889, -93.78613889)
290182,c(39.43099722, -91.02760833)
290183,c(38.53263056, -90.31100556)
290184,c(38.71858889, -90.28033056)
290185,c(38.68885833, -90.25034722)
290186,c(37.23673889, -90.99496389)
290187,c(39.09076389, -94.59599444)
290188,c(38.60197778, -90.29197222)
290189,c(36.87258056, -89.57796944)
290190,c(37.20785833, -89.84996944)
290191,c(38.43096944, -90.56202778)
290192,c(39.07478611, -94.58983056)
290193,c(39.01076389, -94.26548333)
290194,c(39.11991944, -92.33031944)
290195,c(38.62931111, -90.32255556)
290196,c(39.94378056, -92.09241944)
290197,c(38.26327778, -91.47275)
290198,c(38.94355556, -91.88027778)
290199,c(36.68891667, -94.24035833)
290200,c(38.02327778, -90.75569167)
290201,c(38.81935833, -94.26396944)
290202,c(39.18315278, -94.49303611)
290203,c(39.10538056, -94.52360833)
290204,c(38.33288889, -90.96416667)
290205,c(36.66588611, -90.68169167)
290206,c(39.05580556, -91.14541667)
290207,c(38.90651111, -92.14453889)
290208,c(36.19005278, -89.66475556)
290209,c(37.97952778, -91.29855556)
290210,c(36.89816667, -91.03533056)
290211,c(38.81871944, -91.47485833)
290212,c(39.49166667, -94.47713611)
290213,c(38.69645556, -90.47409444)
290214,c(37.12169167, -93.61591667)
290215,c(38.95871944, -91.93030556)
290216,c(38.77714444, -90.46713056)
290217,c(38.68632778, -90.22048333)
290218,c(38.96019167, -93.19591667)
290219,c(39.55685833, -95.07660833)
290220,c(38.20096667, -93.32288889)
290221,c(38.64704167, -90.19118611)
290222,c(38.47777778, -90.52580556)
290223,c(38.81363889, -90.22877778)
290224,c(38.74971944, -90.57088611)
290225,c(39.05456667, -94.4847)
290226,c(39.04881389, -94.38695556)
290227,c(39.08122778, -94.46680556)
290228,c(40.47010833, -93.19151667)
290229,c(36.70658889, -90.24552778)
290230,c(39.12938889, -93.11327778)
290231,c(38.21258056, -90.66966667)
290232,c(38.68555556, -90.34405556)
290233,c(37.06061667, -94.47818056)
290234,c(39.03189167, -94.60543611)
290235,c(38.93330556, -94.24835833)
290236,c(37.12016667, -93.46924722)
290238,c(38.81185833, -90.93691667)
290239,c(38.75969167, -90.23874444)
290240,c(36.67458056, -90.17485833)
290241,c(37.52641667, -89.70910833)
290242,c(38.73228056, -90.27744444)
290243,c(38.40916944, -90.57059444)
290244,c(38.55393056, -90.31875556)
290245,c(37.81475, -92.20608333)
290246,c(36.76861111, -90.28102778)
290247,c(38.84375, -91.13608333)
290248,c(38.57953611, -92.18411944)
290249,c(39.02940278, -94.35258333)
290250,c(38.65225, -90.26975)
290251,c(38.67169167, -92.85918889)
290252,c(38.38927778, -90.98202778)
290253,c(37.16919444, -92.82761111)
290254,c(37.16190833, -94.53028611)
290255,c(36.23662222, -90.05571944)
290256,c(38.97892222, -92.326375)
290257,c(39.14477222, -94.56104444)
290258,c(39.15636111, -94.64926944)
290259,c(37.33261111, -90.80883333)
290260,c(37.15744444, -93.11877778)
290261,c(38.56238889, -93.75844444)
290262,c(36.93986111, -94.56552778)
290263,c(40.25603333, -94.29128056)
290264,c(38.13480556, -91.00805556)
290265,c(37.32225, -93.47680556)
290266,c(38.04788889, -92.76525)
290267,c(37.81666667, -89.84377778)
290268,c(39.03325833, -94.54090833)
290269,c(37.85402778, -93.02347222)
290270,c(38.53984167, -92.20793333)
290271,c(36.98258333, -91.97952778)
290272,c(38.78570833, -90.23018889)
290273,c(37.18053056, -89.53772778)
290274,c(38.49808333, -92.15216667)
290275,c(39.24950278, -94.54791389)
290276,c(37.25427778, -92.88088889)
290277,c(39.07434722, -94.59004167)
290278,c(39.11110556, -94.54818889)
290279,c(38.47624722, -90.86234722)
290280,c(39.71197222, -94.84271111)
290282,c(38.25052778, -90.51905556)
290283,c(38.72974722, -90.24451389)
290284,c(39.05830556, -94.46844444)
290285,c(39.50199722, -94.31387778)
290286,c(38.13283333, -91.82258333)
290287,c(36.99411111, -94.49789722)
290288,c(38.85718056, -94.04171667)
290289,c(38.74940556, -90.280975)
290290,c(37.79322222, -90.44358333)
290291,c(38.43534167, -92.54818611)
290292,c(39.67692778, -93.44220833)
290293,c(38.97163333, -92.42466389)
290294,c(38.7642, -90.72878611)
290295,c(38.07069444, -94.08194444)
290296,c(37.70569444, -89.89383333)
290297,c(38.66499444, -90.1833)
290298,c(39.00936667, -94.28106944)
290299,c(38.77168611, -90.28373056)
290301,c(37.66838889, -92.66739444)
290302,c(38.99841667, -94.16354167)
290303,c(39.77306667, -94.84821389)
290304,c(38.72816667, -90.32919444)
290305,c(38.75603056, -94.48227222)
290306,c(37.71320556, -93.11670556)
290307,c(39.72836944, -91.39483889)
290308,c(39.06947778, -94.51171389)
290309,c(38.25383333, -94.54472222)
290310,c(38.84706111, -94.5224)
290311,c(36.70956944, -90.46978056)
290312,c(38.99333333, -94.27326389)
290313,c(37.72966111, -90.42760278)
290315,c(38.46498611, -90.37260833)
290316,c(38.675425, -90.24966667)
290317,c(36.66955556, -90.49808333)
290318,c(36.83036111, -91.64986111)
290319,c(37.73675, -92.035)
290320,c(38.74690278, -90.31597778)
290321,c(38.78135833, -90.23595833)
290323,c(39.12609167, -94.35961944)
290325,c(37.73918056, -92.868475)
290326,c(38.62300556, -90.20006667)
290327,c(37.17278333, -93.31606667)
290328,c(38.88930278, -92.194275)
290329,c(36.79461111, -89.39183333)
290330,c(37.9689, -92.79763611)
290331,c(38.518, -93.76761111)
290332,c(37.18363889, -93.47854167)
290333,c(38.6443, -90.27415833)
290334,c(38.71178333, -90.26557778)
290335,c(36.86622222, -93.11375)
290336,c(37.17229722, -92.86376389)
290337,c(38.94397222, -92.19934167)
290338,c(38.72022222, -90.26554722)
290339,c(38.46761389, -92.29203611)
290340,c(38.81494444, -90.49269444)
290341,c(39.12134167, -94.36876944)
290342,c(39.11716944, -94.34655)
290343,c(38.77747222, -90.35313889)
290344,c(37.21825, -93.36209167)
290345,c(38.49997222, -90.90147222)
290346,c(37.18375, -90.46344444)
290347,c(38.78053333, -90.20454444)
290348,c(39.00429167, -94.12048333)
290349,c(38.44129167, -91.009025)
290350,c(39.6345, -91.34108333)
290351,c(38.86130556, -90.61172222)
290352,c(39.7795, -93.13119444)
290353,c(37.92594444, -90.53913889)
290354,c(39.127525, -94.5364)
290355,c(36.72486111, -93.90788889)
290356,c(36.90575, -93.69488889)
290357,c(38.87598056, -92.36548333)
290358,c(39.04359167, -94.27120556)
290359,c(38.91278611, -94.44028056)
290360,c(38.50513889, -91.1235)
290361,c(38.63272222, -93.43197222)
290362,c(38.7103, -90.26395)
290363,c(38.66861111, -94.48122222)
290364,c(37.68809444, -92.65937222)
290365,c(36.882, -93.23386111)
290366,c(38.922525, -94.50935)
290367,c(37.30266667, -94.51163889)
290368,c(38.240075, -90.57646389)
290369,c(36.92433333, -94.47010833)
290370,c(36.97438611, -92.66785833)
290371,c(36.60963889, -91.64744444)
290372,c(37.48894444, -89.79633333)
290373,c(37.89694444, -93.17963889)
290374,c(37.51394444, -90.07405556)
290375,c(38.92505556, -93.81705556)
290376,c(38.37955556, -90.38027778)
290377,c(38.07266667, -90.97975)
290378,c(38.60811111, -90.21358056)
290379,c(39.17125, -91.72338889)
290380,c(38.65298889, -90.21100278)
290381,c(37.21358333, -94.44719444)
290382,c(36.51186111, -93.69469444)
290383,c(37.12236111, -93.00208333)
290384,c(39.25417222, -94.63672778)
290385,c(36.68122222, -93.03797222)
290386,c(39.10510833, -94.5144)
290387,c(36.50388889, -91.70302778)
290388,c(39.39127778, -93.99986111)
290389,c(38.79084167, -90.30135278)
290390,c(37.48277778, -93.43488889)
290391,c(38.50405556, -92.26411111)
290392,c(37.59883333, -92.66791667)
290393,c(37.84972222, -91.77777778)
290394,c(39.71640278, -91.39199444)
290395,c(37.04625, -93.02180556)
290396,c(37.88322222, -90.42133333)
290397,c(38.30266667, -90.49311111)
290398,c(39.17681111, -91.89433611)
290399,c(39.97275, -91.68036111)
290400,c(39.10676389, -94.59310278)
290401,c(38.20927778, -90.661)
290402,c(38.90153611, -94.32383611)
290403,c(37.14179167, -90.42448056)
290404,c(38.89626944, -94.56983889)
290405,c(37.05484444, -94.49639167)
290406,c(38.53233333, -92.69413889)
290407,c(38.78911111, -90.54658333)
290408,c(38.44741667, -90.87830556)
290409,c(37.23191667, -93.33881944)
290410,c(39.22474167, -92.32521389)
290411,c(39.13524722, -90.80896667)
290412,c(36.91460833, -93.92947222)
290413,c(36.79310278, -92.82677778)
290414,c(38.57588889, -90.27711667)
290415,c(38.90755556, -90.47277778)
290416,c(37.79811111, -90.45011111)
290417,c(38.18841667, -91.15816667)
290418,c(36.78616667, -90.99908333)
290419,c(40.12397222, -93.60396389)
290420,c(36.59761667, -93.23624722)
290421,c(38.61705556, -90.261725)
290422,c(40.38830556, -91.62286111)
290423,c(39.04122222, -91.25616667)
290424,c(37.39774167, -93.429)
290425,c(37.33541667, -89.57788889)
290426,c(39.04945278, -94.44753333)
290427,c(37.15169444, -92.79130556)
290428,c(38.70086111, -90.22021944)
290429,c(38.16575, -93.25483333)
290430,c(38.54100556, -90.36931389)
290431,c(39.38427778, -94.79308333)
290432,c(38.92991667, -90.75402778)
290433,c(39.0385, -94.50022222)
290434,c(38.23444444, -90.61075)
290435,c(38.74177778, -90.24044444)
290436,c(36.83969444, -89.80730556)
290437,c(37.83811111, -94.3875)
290438,c(37.96563889, -90.16527778)
290439,c(37.21880556, -92.39908333)
290440,c(38.43115278, -92.91072222)
290441,c(37.08381944, -94.45913056)
290442,c(38.50116667, -90.45991667)
290443,c(37.19285556, -93.56914444)
290444,c(37.63528056, -93.054925)
290445,c(38.32544444, -90.39989167)
290446,c(38.80411111, -94.13527778)
290447,c(38.90598611, -92.08316111)
290448,c(38.56561111, -90.44008333)
290449,c(38.56560833, -90.440125)
290450,c(40.37839722, -95.53943889)
290451,c(39.08328889, -94.51990833)
290452,c(38.01085833, -90.48753333)
290453,c(39.06346111, -94.49095278)
290454,c(39.99616667, -93.39075)
290455,c(37.54563889, -89.62808333)
290456,c(38.78989444, -90.27036389)
290457,c(37.18303611, -93.23906944)
290458,c(37.18300278, -93.34306389)
290459,c(37.88916667, -93.34811111)
290460,c(37.14611111, -94.16425)
290461,c(38.87594444, -91.45808333)
290462,c(37.59116667, -89.77280556)
290463,c(38.69878333, -90.261325)
290464,c(38.31132778, -90.71870833)
290465,c(36.82830556, -93.38197222)
290466,c(38.85447778, -90.22786111)
290467,c(38.74103333, -90.31906944)
290468,c(37.16073889, -93.22708333)
290469,c(36.54258333, -93.35986111)
290470,c(38.93897222, -94.54325)
290471,c(39.13711111, -94.49866667)
290472,c(39.09577778, -94.55616667)
290473,c(38.91651944, -94.52791667)
290474,c(38.12130556, -91.31183333)
290476,c(39.76483056, -94.80375556)
290477,c(37.24062778, -93.275375)
290478,c(38.64480556, -90.34769444)
290479,c(37.98869444, -91.76719444)
290480,c(38.65289722, -90.22266667)
290481,c(38.72779167, -90.64439722)
290482,c(38.73129444, -90.24565)
290483,c(37.8255, -92.11358333)
290484,c(38.57910556, -90.31055556)
290485,c(39.73727778, -92.43622222)
290486,c(36.60989722, -93.28128889)
290487,c(38.58821111, -90.22881667)
290488,c(38.72887222, -90.23995)
290489,c(38.39073611, -93.58791667)
290490,c(38.86790556, -90.44527778)
290491,c(37.54456111, -93.55248333)
290492,c(37.91843333, -90.08952778)
290493,c(36.92561667, -94.57213056)
290494,c(38.25997222, -94.15483333)
290495,c(38.78406944, -90.52510278)
290496,c(38.568125, -90.33986667)
290497,c(38.72583333, -90.44472222)
290498,c(38.24190833, -93.39688611)
290499,c(38.26820556, -90.43939722)
290500,c(38.54016389, -90.37152778)
290501,c(38.594175, -90.33515)
290502,c(38.83572222, -94.52741667)
290503,c(39.244825, -94.43090278)
290504,c(36.53305556, -94.58991667)
290505,c(39.46329722, -94.31892222)
290506,c(37.06012222, -93.30334444)
290507,c(40.39898333, -94.96884444)
290508,c(37.68275, -90.61291667)
290509,c(39.79725, -93.53566667)
290510,c(38.12177778, -91.31061111)
290511,c(36.56688889, -93.46530556)
290512,c(36.18369167, -89.668125)
290513,c(37.22201667, -93.26165)
290514,c(39.811, -94.81502778)
290515,c(39.37266667, -94.04244444)
290516,c(38.26558333, -90.40294444)
290517,c(38.70883333, -90.67722222)
290518,c(37.15265556, -93.295725)
290519,c(38.57663889, -91.37305556)
290520,c(39.09288889, -94.48719444)
290521,c(39.30636111, -94.34311111)
290522,c(38.68991667, -90.210225)
290523,c(37.66452778, -90.65236111)
290524,c(38.57283889, -94.19364167)
290525,c(39.09375, -94.50552778)
290526,c(36.70040556, -94.42888333)
290527,c(40.43933333, -94.85277778)
290528,c(37.16577778, -93.11877778)
290529,c(38.67756667, -90.21954167)
290530,c(38.90613889, -94.524)
290531,c(38.65343333, -90.19400833)
290532,c(38.55511667, -90.33554444)
290533,c(39.24716944, -94.28854444)
290534,c(37.65672222, -93.10371944)
290535,c(37.2101, -93.32297778)
290536,c(39.48835556, -91.49108333)
290538,c(38.92440278, -94.36504722)
290539,c(38.64978056, -90.23319444)
290540,c(38.86761111, -91.349875)
290541,c(37.609125, -89.98155833)
290542,c(38.65776667, -90.25436111)
290543,c(38.60587222, -90.22115)
290544,c(37.91883333, -90.96027778)
290545,c(39.216, -92.88027778)
290546,c(39.01102778, -91.25)
290547,c(38.17758333, -92.68286111)
290548,c(37.88633333, -90.72538889)
290549,c(37.73205556, -93.29908333)
290550,c(39.05203056, -94.58956389)
290551,c(37.18075, -93.36175)
290552,c(37.55681389, -92.79484722)
290553,c(38.60393611, -90.23730556)
290554,c(39.22413889, -92.16833333)
290555,c(38.74371389, -90.33683056)
290556,c(36.89223889, -94.58781667)
290557,c(38.68558333, -90.34675)
290558,c(38.98365833, -94.48320833)
290559,c(38.76802778, -90.41061111)
290560,c(39.07525556, -93.66388056)
290561,c(37.09464167, -93.80171667)
290562,c(36.69991667, -93.88983333)
290563,c(38.36383333, -90.3865)
290564,c(37.42297222, -93.70452778)
290565,c(39.07788611, -94.37925833)
290566,c(36.54019444, -94.34863889)
290567,c(38.67928056, -90.25825)
290568,c(37.85958333, -93.2745)
290569,c(38.84061111, -91.92338889)
290570,c(37.97626389, -90.18733333)
290571,c(40.06980556, -93.63044444)
290572,c(39.07766944, -94.37927222)
290573,c(38.66979167, -90.26488889)
290574,c(38.83795833, -90.246825)
290575,c(38.45222222, -90.8875)
290576,c(37.21380833, -93.40023056)
290577,c(37.13553611, -93.29646111)
290578,c(39.08221667, -94.59164444)
290579,c(37.02205556, -89.62386111)
290580,c(39.32283333, -94.21680556)
290581,c(39.23366667, -93.46194444)
290582,c(39.16096389, -94.54678611)
290583,c(38.62441667, -90.18768889)
290584,c(38.68054167, -90.21296944)
290585,c(38.73722222, -92.05958333)
290586,c(38.164, -91.18619444)
290587,c(38.7005, -90.33122778)
290588,c(39.34227778, -92.39091667)
290589,c(36.36444444, -89.68138889)
290590,c(37.38936111, -93.88361111)
290591,c(37.14816667, -90.88877778)
290592,c(36.86266667, -93.30036111)
290593,c(38.26033333, -93.38772222)
290594,c(38.45855556, -90.41808333)
290595,c(39.06936111, -94.53897222)
290596,c(36.87541944, -89.60281944)
290597,c(36.81369444, -90.43725)
290598,c(38.83491667, -91.97080556)
290599,c(38.74283333, -90.52269444)
290600,c(38.69232778, -90.39749722)
290601,c(38.57930556, -93.28791667)
290602,c(38.82191667, -90.84755556)
290603,c(38.57738056, -90.37229722)
290604,c(39.89422222, -94.71569444)
290605,c(38.73786111, -90.69311111)
290606,c(38.71883333, -93.84172222)
290607,c(38.93463889, -94.42288889)
290608,c(38.34863889, -90.73558333)
290609,c(37.16913889, -89.53752778)
290610,c(38.12358333, -91.30875)
290611,c(38.76916667, -90.33808333)
290612,c(38.95175, -91.96694444)
290613,c(38.037, -90.61841667)
290614,c(38.95091667, -94.36144444)
290615,c(37.87727778, -90.509)
290616,c(39.05627778, -94.57922222)
290617,c(38.65405278, -90.264925)
290618,c(38.86137778, -90.22336389)
290619,c(39.09397222, -94.51475)
290620,c(37.20364167, -93.26191111)
290621,c(39.10215833, -94.43585278)
290622,c(37.36325, -92.88345833)
290623,c(38.32555556, -90.39986111)
290624,c(38.13552778, -90.473)
290625,c(38.04513889, -90.62327778)
290626,c(38.06286111, -91.77480556)
290627,c(39.04795833, -94.46239167)
290628,c(38.73086111, -94.37608333)
290629,c(38.0865, -92.39291667)
290630,c(38.61456944, -90.22995)
290631,c(39.09366667, -94.50352778)
290632,c(39.32405556, -91.55188889)
290634,c(38.93189444, -92.29469444)
290635,c(39.34658333, -91.413)
290636,c(39.17952778, -94.58336111)
290637,c(38.57783333, -92.18649444)
290638,c(37.99925, -90.52511111)
290639,c(38.43605556, -90.888)
290640,c(39.16488889, -94.54113889)
290641,c(39.05194444, -94.51680556)
290642,c(39.23991667, -91.24091667)
290643,c(37.24146389, -93.34761667)
290644,c(37.284925, -89.55577778)
290645,c(39.17491667, -94.53508333)
290646,c(38.79997222, -90.62194444)
290647,c(39.14896944, -92.68789444)
290648,c(38.99511111, -94.55494444)
290649,c(37.12138889, -92.746)
290650,c(37.85113889, -90.45008333)
290651,c(38.81593333, -90.28073889)
290652,c(38.343425, -90.70908056)
290653,c(38.97852222, -92.28133611)
290654,c(39.42894444, -94.78966667)
290655,c(37.08616667, -93.81872222)
290656,c(40.02847222, -91.8835)
290657,c(39.10563889, -94.53147222)
290658,c(39.35777778, -94.37788889)
290659,c(38.5135, -91.00602778)
290660,c(36.89363889, -94.52627778)
290661,c(37.61286111, -89.62347222)
290662,c(38.54275, -90.42119444)
290663,c(36.13694444, -89.69941667)
290664,c(37.48255556, -90.74155556)
290665,c(40.41675, -95.50608333)
290666,c(37.23097222, -92.90166667)
290667,c(38.09847222, -92.68563889)
290668,c(37.96961111, -90.35986111)
290669,c(39.09238889, -94.47744444)
290670,c(38.674225, -90.28146111)
290671,c(38.84527778, -90.86366667)
290672,c(38.46427778, -90.52516667)
290673,c(37.72044444, -91.86797222)
290674,c(38.75788889, -90.34980556)
290675,c(38.94091667, -94.53791667)
290676,c(39.09847222, -94.54105556)
290677,c(37.45841667, -94.097)
290678,c(38.933, -94.52936111)
290679,c(38.51315278, -90.4747)
290680,c(38.5545, -91.35130556)
290681,c(38.19077778, -90.42027778)
290682,c(36.5125, -93.40569444)
290683,c(38.29080556, -92.35672222)
290684,c(39.75801944, -94.84091389)
290685,c(38.64041111, -90.22944167)
290686,c(37.45616389, -93.29305)
290687,c(38.58185556, -90.35656944)
290688,c(38.20586111, -93.32225)
290689,c(39.09577778, -94.55616667)
290691,c(37.14188889, -94.48433333)
290692,c(38.99108333, -90.88944444)
290693,c(36.86991667, -91.91675)
290694,c(39.06955556, -94.54363889)
290695,c(37.98611111, -92.09372222)
290696,c(37.97236111, -90.39038889)
290697,c(37.14458333, -93.12802778)
290698,c(36.51908333, -94.16777778)
290700,c(39.79977778, -91.51672222)
290701,c(38.43972222, -90.54152778)
290702,c(37.15727778, -94.58083333)
290703,c(38.86311111, -90.22216667)
290704,c(38.73459722, -90.24769722)
290705,c(37.12380556, -90.71805556)
290706,c(40.45336111, -91.94063889)
290707,c(38.68866944, -90.27019722)
290708,c(37.15776111, -93.27741667)
290709,c(37.21173056, -93.31193056)
290710,c(36.549, -89.95780556)
290711,c(38.07608056, -90.72275278)
290712,c(39.03713889, -94.54413889)
290713,c(37.13908333, -92.29030556)
290714,c(37.54680556, -91.80944444)
290715,c(39.34672222, -91.41211111)
290716,c(38.55527222, -90.26027778)
290717,c(38.84022222, -91.96275)
290718,c(36.94127778, -93.80241667)
290719,c(37.73897222, -89.97316667)
290720,c(38.66439167, -90.18707778)
290721,c(37.71330556, -90.53544444)
290722,c(38.63049722, -90.19720556)
290723,c(38.67078056, -90.28033333)
290724,c(38.60841667, -90.303225)
290725,c(38.87775, -90.18775)
290726,c(39.40827778, -94.58366667)
290728,c(38.72266389, -90.236125)
290729,c(37.91216667, -90.71030556)
290730,c(37.30608333, -94.61161111)
290731,c(38.49183333, -92.57094444)
290732,c(36.64866667, -93.75166667)
290733,c(39.88111111, -91.52477778)
290734,c(38.74933611, -90.29408056)
290735,c(38.74901389, -90.30221667)
290736,c(38.542, -90.37995278)
290737,c(38.53791667, -90.39277778)
290738,c(38.55386667, -90.26312778)
290739,c(37.14602778, -91.36622222)
290740,c(39.86186111, -94.88063889)
290741,c(38.60649444, -90.21941111)
290742,c(37.10856389, -94.51229444)
290743,c(36.73125, -94.31988889)
290744,c(37.18238889, -93.30871389)
290745,c(38.48158333, -94.03225)
290746,c(36.79116667, -90.25338889)
290747,c(38.04958333, -90.49066667)
290748,c(37.18258333, -93.32110833)
290749,c(38.40510833, -90.58732778)
290750,c(37.14105556, -92.19327778)
290751,c(36.94858333, -93.76116667)
290752,c(38.54523611, -90.43172222)
290753,c(37.34755556, -89.69102778)
290754,c(39.17961111, -94.58377778)
290755,c(39.04680556, -94.47566667)
290756,c(37.24603056, -91.79973889)
290757,c(38.02136111, -94.57272222)
290758,c(39.08305556, -94.51011111)
290759,c(37.27821667, -89.53377778)
290760,c(36.56005556, -92.84591667)
290761,c(38.60192778, -90.44481389)
290762,c(37.22988889, -93.29803333)
290763,c(38.65545833, -90.22082778)
290764,c(37.03683333, -91.32513889)
290765,c(36.6875, -90.48436111)
290766,c(38.89875, -91.45613889)
290767,c(38.52139444, -90.34630833)
290769,c(37.30122222, -93.40544444)
290770,c(37.846125, -89.83535833)
290771,c(38.97086111, -90.95963889)
290772,c(38.56485833, -90.29447778)
290773,c(37.718, -91.69777778)
290774,c(38.60374444, -90.22567778)
290775,c(38.62289722, -90.287825)
290776,c(36.59780556, -94.40544444)
290777,c(39.039, -94.54302778)
290778,c(38.30288889, -90.40427778)
290779,c(37.16741667, -93.38766667)
290780,c(37.11672222, -92.39747222)
290781,c(36.70677778, -93.16061111)
290782,c(39.03544444, -94.41094444)
290783,c(37.51675, -90.77922222)
290784,c(38.89233333, -92.33611111)
290785,c(37.08155556, -94.25144444)
290786,c(37.53591667, -93.96586111)
290787,c(36.72752778, -91.42630556)
290788,c(38.97961111, -94.57625)
290789,c(38.64131944, -90.50492222)
290790,c(38.97258333, -92.46441667)
290791,c(37.34008333, -92.93666667)
290792,c(37.16916667, -91.44077778)
290793,c(38.49486111, -90.30196667)
290794,c(38.80375556, -90.75621944)
290795,c(38.40044444, -90.37580556)
290796,c(38.63143056, -92.05570833)
290797,c(39.13319444, -94.52480556)
290798,c(37.86219444, -90.57311111)
290799,c(39.2595, -92.80813889)
290800,c(38.74022222, -90.63386111)
290801,c(38.11944444, -92.76305556)
290802,c(38.876, -94.31163889)
290803,c(37.17548611, -93.3562)
290805,c(37.10205, -94.49473056)
290806,c(38.59153333, -90.21385556)
290807,c(38.71119444, -93.21322222)
290808,c(38.782125, -90.55791944)
290809,c(38.98257222, -94.35718333)
290810,c(39.97963889, -93.81222222)
290811,c(39.04630556, -90.86308333)
290812,c(37.45191667, -90.95641667)
290813,c(36.86563889, -94.43019444)
290814,c(40.24125, -94.03666667)
290815,c(37.86019444, -89.963)
290816,c(38.72458333, -90.25078889)
290817,c(38.93875, -94.54038889)
290818,c(39.07458611, -94.58991389)
290819,c(36.8025, -93.92705556)
290820,c(37.08558333, -94.58333333)
290821,c(38.76255556, -90.31308333)
290822,c(37.79572222, -93.74994444)
290823,c(38.87775, -93.73880556)
290824,c(38.41877778, -92.82708333)
290825,c(38.69197222, -93.05116667)
290826,c(38.551075, -92.21104167)
290827,c(38.67458333, -90.95063889)
290828,c(38.21027778, -91.72033333)
290829,c(37.83513889, -91.85419444)
290830,c(38.52930556, -90.40422222)
290831,c(38.71443611, -90.36)
290832,c(38.78057222, -90.27889444)
290833,c(38.77867778, -90.28095833)
290834,c(36.87461111, -89.92858333)
290835,c(36.67175, -89.56416667)
290836,c(39.05754167, -94.39153333)
290837,c(37.58794444, -93.32272222)
290838,c(36.56486111, -93.79219444)
290839,c(39.71702778, -94.76413889)
290840,c(38.56319444, -90.56413611)
290841,c(38.63605556, -94.54083333)
290842,c(38.06630556, -90.48686111)
290843,c(36.80994444, -94.18961111)
290844,c(36.54347222, -94.31938889)
290845,c(36.71641667, -91.84497222)
290846,c(40.52558333, -93.53191667)
290847,c(38.74155556, -93.20811111)
290848,c(37.42272222, -93.70488889)
290849,c(38.49533333, -90.30155556)
290850,c(39.15394444, -94.47727778)
290851,c(37.26372222, -91.66347222)
290852,c(39.037125, -94.41553056)
290853,c(36.97752778, -94.48027778)
290854,c(38.63165278, -90.30325556)
290855,c(38.00977778, -92.26591667)
290856,c(38.90187778, -92.31293611)
290857,c(38.49241111, -90.31805833)
290859,c(38.74930556, -90.5735)
290860,c(38.97736111, -91.14947222)
290861,c(40.09541667, -93.31941667)
290862,c(39.16576389, -94.45243056)
290863,c(37.11894444, -93.13397222)
290864,c(36.6875, -90.48436111)
290865,c(39.15843056, -94.39560833)
290866,c(38.59302778, -90.21241667)
290867,c(38.19211111, -90.41397222)
290868,c(37.0875, -92.10611111)
290869,c(40.24388889, -93.59683333)
290870,c(38.72663889, -93.84133333)
290871,c(38.77141667, -90.29125)
290872,c(38.53975, -90.48266667)
290873,c(39.38394444, -91.64186111)
290874,c(38.74911111, -90.44138889)
290875,c(37.51752778, -92.83538889)
290876,c(39.06027778, -94.49088889)
290877,c(38.68865556, -90.27020278)
290878,c(37.96975, -90.34988889)
290879,c(39.09594444, -94.55541667)
