"ST_CASE","geometry"
10108,c(32.82023333, -88.31054444)
10110,c(32.49797778, -86.99332778)
10111,c(32.23832778, -88.23721389)
10112,c(34.18305278, -86.794675)
10113,c(31.26087778, -85.88991944)
10114,c(32.94777778, -87.62431111)
10115,c(31.80311944, -86.54049167)
10116,c(32.57729444, -86.46897222)
10117,c(30.28468889, -87.68649722)
10118,c(32.52148889, -87.83629722)
10119,c(33.60716111, -86.47188056)
10120,c(33.56786389, -86.93339167)
10121,c(33.49440833, -86.91516111)
10122,c(31.48029444, -85.56094722)
10123,c(32.38191111, -86.20533333)
10124,c(32.09619444, -85.69235)
10125,c(33.94170556, -86.25763889)
10126,c(33.14379444, -86.77825)
10127,c(31.84187222, -85.49629444)
10128,c(34.84189167, -86.70921667)
10129,c(34.56650278, -85.56516944)
10130,c(31.87651389, -85.15085556)
10131,c(32.37530556, -86.99673889)
10132,c(32.33016111, -86.23212778)
10133,c(33.85753889, -86.83053611)
10134,c(32.43768889, -86.43735)
10135,c(33.06468889, -87.72781944)
10136,c(31.97172222, -85.81228611)
10137,c(34.61863056, -86.2963)
10138,c(30.70697778, -87.90110278)
10139,c(33.39362222, -86.78504167)
10140,c(30.78592778, -88.15127778)
10141,c(32.59689722, -86.70805833)
10142,c(32.68195556, -86.43125)
10143,c(32.45619722, -87.08374722)
10144,c(33.45448889, -86.95229722)
10145,c(32.53261667, -85.93778056)
10146,c(33.60481944, -86.10583889)
10147,c(33.50997222, -86.8199)
10148,c(31.15208056, -85.50108889)
10149,c(34.11473056, -87.05943889)
10150,c(34.85968889, -87.51618056)
10151,c(33.15782778, -87.60106944)
10152,c(34.84628333, -86.71279722)
10153,c(34.75703889, -87.54878333)
10154,c(32.43443611, -85.02533056)
10155,c(32.47331389, -85.01685833)
10156,c(33.5137, -86.84954167)
10157,c(34.95182778, -87.70346111)
10158,c(34.53750833, -87.16095833)
10159,c(31.0131, -85.53805833)
10161,c(31.42075833, -87.34818333)
10162,c(33.81354167, -87.41033056)
10163,c(32.29409167, -86.34968889)
10164,c(30.74891944, -88.17468889)
10165,c(32.46135556, -85.00161389)
10166,c(34.29303889, -86.13878889)
10167,c(34.24854722, -85.48778056)
10168,c(31.42186111, -87.00345833)
10169,c(31.35808056, -86.33953889)
10170,c(33.83269444, -86.38648611)
10171,c(34.25877778, -86.11693056)
10172,c(33.04464167, -87.38590556)
10173,c(32.17835, -86.42877222)
10174,c(33.22954722, -87.4286)
10175,c(32.91743056, -87.12454722)
10176,c(34.77016667, -86.70715)
10177,c(34.35844722, -85.81321667)
10178,c(33.90062222, -87.51674444)
10179,c(30.60010833, -88.10238611)
10180,c(33.73672222, -87.26627778)
10181,c(32.832425, -87.88813889)
10182,c(30.66002778, -87.88034722)
10183,c(33.03286111, -87.73857778)
10184,c(32.27032778, -86.51295833)
10185,c(34.84290556, -86.64267778)
10186,c(32.71576389, -86.52954444)
10187,c(34.54334722, -86.906)
10188,c(33.57876944, -86.46056111)
10189,c(33.18447778, -87.41684444)
10190,c(33.42536389, -86.93216944)
10191,c(31.99411667, -85.92300833)
10192,c(34.64827222, -87.16233333)
10193,c(34.74782222, -86.60939167)
10194,c(33.52934167, -87.07274444)
10195,c(32.4752, -85.02998889)
10196,c(33.59340556, -86.18119444)
10197,c(34.75413889, -87.97131944)
10198,c(34.29433056, -85.923125)
10199,c(32.82753333, -86.94835556)
10201,c(31.956775, -86.60891667)
10202,c(33.53011389, -86.87900556)
10203,c(31.34353611, -86.64584722)
10204,c(30.825025, -88.16714444)
10205,c(30.48746667, -88.34118611)
10206,c(33.40572778, -86.94598889)
10207,c(34.53095833, -86.62397778)
10208,c(31.31471389, -85.47193056)
10209,c(33.4886, -86.82407222)
10210,c(32.43308611, -86.37092222)
10211,c(32.06338889, -87.175825)
10212,c(34.61895, -87.00819722)
10213,c(31.64414722, -85.80966389)
10214,c(33.55147778, -86.73858889)
10215,c(30.76355, -88.12704167)
10216,c(33.52868056, -86.79538056)
10217,c(33.59101944, -86.69701111)
10218,c(34.49310278, -87.27404444)
10219,c(34.85969722, -86.74092778)
10220,c(33.88713333, -87.15974444)
10221,c(33.61508889, -85.82089167)
10222,c(33.66285833, -87.21339167)
10223,c(32.46311389, -85.12385833)
10224,c(33.81969722, -87.13085833)
10225,c(33.37106667, -86.99351111)
10226,c(33.15278056, -85.68295833)
10227,c(32.26658056, -86.60796111)
10228,c(32.45903056, -88.05783056)
10229,c(32.98000556, -88.030975)
10230,c(33.90115278, -87.47622222)
10231,c(32.49885833, -85.04506667)
10232,c(34.66450833, -87.87727778)
10233,c(30.71848333, -88.13631667)
10234,c(33.59665, -86.89065278)
10235,c(30.80128611, -88.33303889)
10236,c(33.39834722, -87.00500556)
10237,c(30.27425278, -87.56570556)
10238,c(32.46574444, -87.79105556)
10239,c(34.52691111, -86.78914167)
10240,c(32.45712222, -88.18498333)
10241,c(31.00096667, -85.39640278)
10242,c(30.73201389, -88.17489167)
10243,c(34.62899167, -86.95245)
10244,c(32.58879444, -85.64536944)
10245,c(31.66237222, -85.95962222)
10246,c(32.71861111, -86.11048611)
10247,c(34.07655278, -86.86644167)
10248,c(34.81736944, -87.63278056)
10249,c(33.56195833, -86.73496111)
10250,c(31.10484167, -85.4495)
10251,c(31.15928333, -85.40243056)
10252,c(34.49338611, -87.026525)
10253,c(32.51125833, -85.59331389)
10254,c(34.73503611, -86.59828333)
10255,c(33.45028333, -86.81658889)
10256,c(34.3055, -87.06433333)
10257,c(30.67476111, -88.20770556)
10258,c(32.47521111, -85.03025)
10259,c(34.7443, -86.67771944)
10260,c(34.95086389, -86.81955556)
10261,c(31.28706944, -85.46866944)
10262,c(34.54641111, -85.67594722)
10263,c(30.55823333, -88.12445)
10264,c(33.49790833, -86.90236111)
10265,c(33.57433056, -86.72061944)
10266,c(30.70861111, -88.20768889)
10267,c(31.34975278, -86.39160556)
10268,c(34.83337222, -87.65435556)
10269,c(30.82708333, -88.09085)
10270,c(31.38981389, -85.60958889)
10271,c(30.70266667, -88.12323056)
10272,c(33.25875, -87.57627222)
10274,c(30.66168889, -88.12646944)
10275,c(34.05876389, -86.86634167)
10276,c(33.51796111, -86.8008)
10277,c(33.93650833, -87.2889)
10278,c(34.53815833, -86.22021111)
10279,c(31.04656111, -87.17523889)
10280,c(33.20321111, -87.22988056)
10281,c(30.64501944, -88.08106111)
10282,c(32.27602222, -86.348275)
10283,c(31.30705833, -86.14097222)
10284,c(33.17305833, -87.29735556)
10285,c(32.47459167, -85.042625)
10286,c(34.46246667, -86.71504444)
10287,c(33.19716111, -87.5257)
10288,c(32.69425833, -88.14959167)
10289,c(34.91115833, -86.71392222)
10290,c(34.33746944, -85.83285)
10291,c(34.50694167, -85.92179167)
10292,c(34.10006667, -87.67822778)
10293,c(33.63783611, -87.63998611)
10294,c(33.64935833, -86.685075)
10295,c(32.01497222, -87.89043333)
10296,c(30.38014722, -88.10883056)
10297,c(34.54568611, -86.97380556)
10298,c(33.51401667, -86.87185278)
10299,c(31.37933611, -86.17826389)
10300,c(32.43668889, -86.58734444)
10301,c(31.10024167, -87.52243333)
10302,c(32.50954444, -85.18058889)
10303,c(31.79631111, -85.84450833)
10304,c(33.39616667, -86.78040833)
10305,c(34.87063056, -86.60696389)
10306,c(33.98918056, -86.41973056)
10307,c(34.00028056, -85.99376944)
10308,c(33.81369167, -87.41083056)
10309,c(32.42400278, -86.28578889)
10310,c(31.23700278, -86.49745278)
10311,c(30.47773611, -88.39259444)
10312,c(31.77893889, -85.94116944)
10313,c(33.73191667, -87.26723889)
10314,c(34.00410556, -88.07442222)
10315,c(31.77046667, -86.69538056)
10316,c(31.26327222, -86.219025)
10317,c(32.57178333, -87.37465833)
10318,c(31.03366389, -85.40653889)
10319,c(32.98751389, -86.69281111)
10320,c(33.26451667, -87.57211944)
10321,c(34.50897222, -86.18594167)
10322,c(34.75821111, -87.59951944)
10323,c(30.32653056, -87.68301944)
10324,c(34.87323889, -87.60403611)
10325,c(34.13343056, -86.12244167)
10326,c(34.23185833, -86.7206)
10327,c(32.46028056, -86.39178056)
10328,c(33.16566667, -86.27725)
10329,c(34.78983889, -86.93952222)
10330,c(34.06648889, -86.26151111)
10331,c(32.80756944, -85.17355)
10332,c(33.59171944, -85.89273056)
10333,c(30.47851944, -88.25921111)
10334,c(34.94268333, -86.89540278)
10335,c(34.32035833, -86.31193333)
10336,c(31.88964167, -85.14570278)
10337,c(32.54008333, -85.32658611)
10338,c(33.59546944, -86.20148889)
10339,c(34.56032778, -87.68839167)
10340,c(33.11618056, -87.55126111)
10341,c(33.52339167, -86.79719444)
10342,c(34.59533056, -85.94305556)
10343,c(33.73515, -86.41082222)
10344,c(33.5492, -86.63926667)
10345,c(34.67647778, -86.74515)
10346,c(34.23283333, -86.253025)
10348,c(33.51608056, -86.87951944)
10349,c(31.19158611, -85.83998611)
10350,c(33.505125, -86.86143889)
10351,c(33.82683611, -86.79046667)
10352,c(31.32851389, -87.12862222)
10353,c(33.47528056, -86.62669444)
10354,c(30.53603333, -88.24238056)
10355,c(32.51279444, -85.58948889)
10356,c(34.70902778, -87.22901667)
10357,c(32.56336111, -85.1261)
10358,c(33.37211111, -86.6644)
10359,c(33.12985, -88.16864444)
10360,c(33.61586944, -86.68574444)
10361,c(30.52393333, -88.1235)
10362,c(32.89113889, -85.43336389)
10363,c(33.06014444, -86.150225)
10364,c(34.75233611, -86.82454167)
10365,c(34.73508056, -86.62011944)
10366,c(34.62100833, -86.09863611)
10367,c(33.96353889, -86.58831111)
10368,c(33.67780556, -85.54866111)
10369,c(31.22123333, -86.28185278)
10370,c(34.61464444, -87.261375)
10371,c(33.44069167, -86.83527222)
10372,c(30.93300278, -88.20606111)
10373,c(33.66531944, -86.04640833)
10374,c(32.27421667, -86.34956111)
10375,c(30.62596667, -87.64972222)
10376,c(33.58416389, -86.70317778)
10377,c(32.85041944, -85.18294167)
10378,c(33.57260833, -86.652625)
10379,c(34.49546389, -87.13266111)
10380,c(34.36339722, -86.35278333)
10381,c(32.31138889, -86.35794722)
10382,c(30.61715833, -88.157)
10383,c(32.38233889, -86.18003056)
10384,c(33.61922778, -85.75740278)
10385,c(31.25835278, -85.50913889)
10386,c(32.57428056, -86.20333611)
10387,c(32.36777778, -86.313375)
10388,c(30.79383889, -88.25958889)
10389,c(32.1942, -86.11761667)
10390,c(33.00726667, -87.00856667)
10391,c(34.73984167, -86.66218056)
10392,c(34.50827778, -86.39771111)
10393,c(32.80976667, -88.22861111)
10394,c(32.46883333, -85.06620833)
10395,c(33.16714444, -87.54532778)
10396,c(32.24173056, -86.29548056)
10397,c(32.41923333, -85.69732778)
10398,c(33.17178056, -86.42185278)
10399,c(32.48918889, -86.40837222)
10400,c(34.74424444, -86.60108056)
10401,c(34.77227778, -86.59720556)
10402,c(32.33866111, -86.17941944)
10403,c(32.95074444, -86.83178611)
10404,c(34.7143, -86.65223056)
10405,c(33.72556667, -87.31048333)
10406,c(32.42763333, -87.01438056)
10407,c(34.11846944, -86.68975278)
10408,c(31.73020278, -85.42363333)
10409,c(32.33877222, -86.19333056)
10410,c(33.35128889, -86.65513889)
10411,c(32.39704444, -87.92671944)
10412,c(31.97181389, -87.6318)
10413,c(31.92767778, -86.01831667)
10414,c(34.62453611, -86.054375)
10415,c(32.82084167, -86.75091944)
10416,c(33.61598889, -86.93625)
10417,c(31.06926944, -85.69182222)
10418,c(32.28829167, -86.990025)
10419,c(34.06571111, -86.28795278)
10420,c(33.49756389, -86.90476389)
10421,c(30.89793889, -88.20185556)
10422,c(33.49904167, -86.12840278)
10423,c(33.4261, -86.32886389)
10424,c(34.04962222, -87.28594167)
10425,c(34.64916111, -87.16823056)
10426,c(32.96831111, -87.14590556)
10427,c(33.16845, -87.51945833)
10428,c(32.42291944, -86.27403889)
10429,c(31.41987778, -85.64535278)
10430,c(33.37398889, -87.89458611)
10431,c(34.67324722, -86.53411389)
10432,c(32.95233056, -86.66977778)
10433,c(33.43201944, -87.60549722)
10434,c(33.489275, -86.03818333)
10435,c(32.84715278, -87.92294722)
10436,c(33.06695278, -86.72912778)
10437,c(33.95487778, -87.63264722)
10438,c(30.24801944, -87.82880833)
10439,c(32.32693889, -86.27078056)
10440,c(33.50516944, -86.856975)
10441,c(33.50988889, -86.89348889)
10442,c(32.44506944, -86.88783056)
10443,c(31.94543611, -86.558875)
10444,c(31.53456111, -87.89278889)
10445,c(33.53027222, -86.84908056)
10446,c(32.44790833, -87.96384167)
10447,c(30.855725, -88.07302778)
10448,c(31.97793333, -87.91636944)
10449,c(32.32679722, -86.28985)
10450,c(32.417, -88.36708056)
10451,c(33.36585833, -86.85077222)
10452,c(33.59599444, -87.88253889)
10453,c(33.19758889, -86.78721389)
10454,c(33.43264444, -86.71444722)
10455,c(32.10275556, -85.69512778)
10456,c(32.60967778, -85.838425)
10457,c(34.9328, -87.12376111)
10458,c(32.02240278, -86.111625)
10459,c(33.69061111, -86.69076944)
10460,c(33.65828611, -85.70823889)
10461,c(30.2645, -87.68988889)
10462,c(31.14734167, -86.13886667)
10463,c(33.33368889, -87.00091111)
10464,c(32.43193611, -86.36051389)
10465,c(32.32576111, -86.92505556)
10466,c(31.70747222, -86.03588056)
10467,c(32.76878056, -85.70618333)
10468,c(34.782825, -86.82375556)
10469,c(34.60001389, -87.03900556)
10470,c(31.88278056, -86.60979722)
10471,c(32.98976389, -85.57046944)
10472,c(31.22189444, -85.56061944)
10473,c(33.48937222, -85.93744444)
10474,c(32.56844444, -85.61279722)
10475,c(32.27740556, -87.23653056)
10476,c(34.76765, -86.11735833)
10477,c(33.46402778, -86.85290278)
10478,c(32.47734444, -85.36724722)
10479,c(33.61832222, -85.662475)
10480,c(33.32126944, -87.03523056)
10481,c(34.71867778, -86.55593889)
10482,c(32.00398333, -85.92977222)
10483,c(34.23381389, -87.46778889)
10484,c(33.53586667, -86.04183889)
10485,c(32.91294722, -87.63942778)
10486,c(32.99332222, -85.59922778)
10487,c(31.05291111, -87.49294167)
10488,c(32.42723889, -87.91623333)
10489,c(30.88013056, -88.19812778)
10490,c(32.02423611, -86.03155)
10491,c(34.6361, -86.95089167)
10492,c(32.540675, -85.32702222)
10493,c(30.8623, -88.07296944)
10494,c(33.09568056, -85.341725)
10495,c(32.82930556, -87.97893611)
10496,c(34.92843889, -87.53145833)
10497,c(33.94769167, -85.92734167)
10498,c(33.75222778, -86.80839167)
10499,c(30.63786111, -87.68313056)
10500,c(33.92725833, -86.28531111)
10501,c(34.16731944, -87.80293056)
10502,c(33.80321667, -86.36773611)
10503,c(31.65194722, -86.26968333)
10504,c(32.59301111, -87.31334722)
10505,c(33.38133611, -86.81330833)
10506,c(34.47729444, -85.84158333)
10507,c(33.58812222, -86.62684722)
10508,c(30.65140833, -88.12204444)
10509,c(33.618975, -86.73842222)
10510,c(30.69895833, -88.032175)
10511,c(34.60602778, -86.89365278)
10512,c(33.1612, -85.53818056)
10513,c(33.6474, -85.48551667)
10514,c(33.70965833, -85.83860833)
10515,c(30.93064167, -88.20366389)
10516,c(32.64084722, -85.35494167)
10517,c(32.45676111, -88.18497778)
10518,c(33.36859444, -86.66186389)
10519,c(33.57206111, -85.66685556)
10520,c(30.307475, -87.72013056)
10521,c(34.744525, -86.60076944)
10522,c(34.98756667, -86.39656667)
10523,c(33.92372222, -87.39395278)
10524,c(30.72974722, -88.17299722)
10525,c(34.75191667, -86.70350278)
10526,c(33.83566667, -86.82404167)
10527,c(32.68745, -85.36958333)
10528,c(33.21331111, -86.31391944)
10529,c(34.56518611, -87.20708889)
10530,c(33.44746389, -86.93427222)
10531,c(34.25501944, -87.18267778)
10532,c(34.739, -86.58568889)
10533,c(32.39335, -85.03183889)
10534,c(34.67361944, -86.03582778)
10535,c(31.60378611, -87.987275)
10536,c(31.60798056, -85.79366389)
10537,c(33.58819444, -87.65989167)
10538,c(33.50782222, -85.65377222)
10539,c(34.41017222, -87.14979167)
10540,c(32.63523333, -85.29195556)
10541,c(31.82786111, -86.71609444)
10542,c(32.52943056, -85.07649167)
10543,c(30.65666389, -87.80608333)
10544,c(33.46691944, -86.25784444)
10545,c(32.49645278, -88.39244722)
10546,c(31.85999722, -85.40247778)
10547,c(31.94521111, -86.55912778)
10548,c(33.99519722, -85.98686389)
10549,c(33.48601944, -86.85697778)
10550,c(33.48601944, -86.85698333)
10551,c(33.48224722, -86.82655)
10552,c(32.83208889, -86.68191111)
10553,c(33.84658889, -86.31698333)
10554,c(33.20062222, -87.57830833)
10555,c(31.42295278, -86.07318611)
10556,c(34.43686111, -86.24895)
10557,c(30.58519167, -88.16266667)
10558,c(32.00013889, -85.52195833)
10559,c(34.36328611, -86.35236944)
10560,c(33.13496944, -87.53365833)
10561,c(33.61541111, -86.28125278)
10562,c(33.45056944, -86.94401111)
10563,c(32.36608333, -86.36296944)
10564,c(33.22608333, -87.48447222)
10565,c(33.73305556, -87.38003611)
10566,c(33.22815278, -87.57656111)
10567,c(34.80960833, -86.83251944)
10568,c(34.37996111, -86.28793333)
10569,c(33.86257222, -86.83229167)
10570,c(31.22858056, -85.43442222)
10571,c(33.36237222, -86.72570833)
10572,c(33.24901944, -87.60186944)
10573,c(30.90871667, -88.2779)
10574,c(30.67099722, -88.207625)
10575,c(33.60507222, -86.11084167)
10576,c(33.76121944, -87.71975833)
10577,c(33.81002222, -87.28096111)
10578,c(30.53845833, -87.65764722)
10579,c(32.49380833, -85.02404167)
10580,c(34.330325, -86.32695)
10581,c(34.77032778, -86.49686389)
10582,c(34.31769444, -86.54414167)
10583,c(32.93570556, -86.77958333)
10584,c(32.46236389, -85.02149444)
10585,c(34.70492778, -86.10708333)
10586,c(33.34013611, -85.678775)
10587,c(33.17833889, -85.46863611)
10588,c(31.68678889, -88.17977778)
10589,c(34.19341389, -86.93597222)
10590,c(33.71495278, -86.40261944)
10591,c(33.67942778, -85.89495278)
10592,c(34.18298889, -86.79510556)
10593,c(33.86456111, -85.91539444)
10594,c(34.77878333, -86.6507)
10595,c(34.76148611, -86.84178889)
10596,c(33.66958333, -86.83083889)
10597,c(32.48345, -86.53490833)
10598,c(32.46967778, -85.10069167)
10599,c(32.83175, -88.30921944)
10600,c(34.49120278, -86.88717778)
10601,c(34.20758333, -86.38360833)
10602,c(33.40672778, -86.97399722)
10603,c(33.86576111, -87.40998611)
10604,c(33.43625278, -86.93712778)
10605,c(34.96618333, -86.91394167)
10606,c(34.03403889, -87.60834722)
10607,c(34.55501944, -87.32425556)
10608,c(34.24115278, -86.24200833)
10609,c(33.48401111, -86.8261)
10610,c(33.61768333, -86.72245556)
10612,c(32.173875, -85.52758611)
10613,c(33.54526944, -86.58906944)
10614,c(32.52253889, -86.44042222)
10615,c(33.98345278, -87.16632222)
10616,c(34.54040278, -87.07750278)
10617,c(30.96920556, -87.74228333)
10618,c(33.99518056, -86.08878056)
10619,c(33.64319167, -88.22698056)
10620,c(34.46056111, -86.94809722)
10621,c(34.38850833, -87.06963056)
10622,c(34.54332778, -86.25960278)
10623,c(31.84581944, -86.30151111)
10624,c(34.28928889, -85.92451944)
10625,c(34.28214167, -86.59374167)
10626,c(33.64573611, -86.68380556)
10627,c(33.54120278, -86.64380556)
10628,c(34.30070278, -86.27502778)
10629,c(34.62133056, -85.75705833)
10630,c(32.17056944, -88.29539722)
10631,c(33.58685556, -86.69371944)
10632,c(32.35790556, -86.28150556)
10633,c(32.31196944, -85.17033611)
10634,c(34.96144722, -86.56817778)
10635,c(31.33386944, -85.86098333)
10636,c(32.36795, -86.13074444)
10637,c(32.79899722, -88.03191944)
10638,c(30.53875833, -87.55243889)
10639,c(34.7567, -86.72188056)
10640,c(32.36713333, -86.13823333)
10641,c(31.3023, -87.54158611)
10642,c(34.93887778, -87.39864444)
10643,c(33.07653056, -85.33651389)
10644,c(34.20933611, -86.28691111)
10645,c(33.18875833, -87.42344722)
10646,c(34.33180833, -86.48078889)
10647,c(31.34504722, -85.46493056)
10648,c(33.19506944, -87.57746389)
10649,c(31.77595, -88.26115833)
10650,c(33.10262778, -86.11857222)
10651,c(31.84639722, -86.56994167)
10652,c(34.29371667, -86.25506944)
10653,c(33.16936111, -85.28003889)
10654,c(34.79838333, -86.59306111)
10655,c(33.58205556, -85.92792222)
10656,c(33.62843056, -86.78285556)
10657,c(34.64303889, -86.83843333)
10658,c(33.34131944, -86.91150833)
10659,c(33.39694167, -86.20452222)
10660,c(32.94473056, -87.15135556)
10661,c(32.62113333, -86.48660278)
10662,c(30.59660278, -88.16104722)
10663,c(31.27520556, -85.45388333)
10664,c(31.92511944, -86.31330833)
10665,c(32.81680556, -85.32979167)
10666,c(32.39203889, -86.27254444)
10667,c(34.89402222, -86.53567222)
10668,c(32.137525, -86.44203611)
10669,c(30.68124722, -88.127175)
10670,c(31.41866667, -86.17209722)
10671,c(31.78908333, -85.17151389)
10672,c(34.26544722, -87.50996111)
10673,c(32.06448889, -86.30256389)
10674,c(31.25831389, -85.66426944)
10675,c(34.22674444, -85.91912222)
10676,c(34.054675, -86.46508333)
10677,c(31.64251944, -85.39368611)
10678,c(34.08764722, -86.41500278)
10679,c(31.66646111, -87.21932778)
10680,c(34.47889167, -87.37701944)
10681,c(34.55038611, -85.80744444)
10682,c(31.58689722, -86.00086389)
10683,c(31.96006667, -86.31138611)
10684,c(32.48010278, -85.04529167)
10685,c(34.80650833, -87.64356111)
10686,c(32.43949167, -85.66660278)
10688,c(30.47263333, -87.70260278)
10689,c(32.00559444, -87.29496111)
10690,c(34.95858056, -87.925975)
10691,c(33.541825, -86.82999722)
10692,c(30.79854444, -88.32791111)
10693,c(33.54333889, -86.92498611)
10694,c(33.59093889, -86.71606667)
10695,c(31.97896111, -87.58683889)
10696,c(32.44286389, -87.98462222)
10697,c(34.22730833, -86.49386667)
10698,c(32.58769444, -85.101975)
10699,c(32.08728889, -86.06393333)
10700,c(34.00346111, -86.00161944)
10701,c(33.10586667, -87.46651944)
10702,c(34.94298611, -86.49716667)
10703,c(34.85967222, -86.72248056)
10704,c(31.04172222, -87.49389444)
10705,c(33.50578056, -87.49706389)
10706,c(33.78091389, -85.89618333)
10707,c(30.62658611, -88.22466944)
10708,c(32.26668056, -86.59964722)
10709,c(33.66520278, -85.37615556)
10710,c(33.24756111, -86.28640833)
10711,c(34.14053333, -87.36260833)
10712,c(34.73508056, -86.63407222)
10713,c(33.49338611, -86.88782222)
10714,c(33.09392778, -87.05165833)
10715,c(33.84530833, -87.08711667)
10716,c(33.25708889, -87.75083333)
10717,c(33.76429167, -86.042225)
10718,c(30.56821944, -88.21901389)
10719,c(34.86224167, -86.45676944)
10720,c(34.15306944, -85.68295)
10721,c(32.27318889, -86.74380278)
10722,c(33.64569167, -86.72160556)
10723,c(33.00337222, -87.01990833)
10724,c(33.64666944, -85.49791667)
10725,c(32.43383056, -86.28222222)
10726,c(34.2515, -87.94170833)
10727,c(33.45972778, -86.94623333)
10728,c(33.29304444, -87.63031667)
10729,c(33.52610556, -86.87898611)
10730,c(34.26949722, -87.52721389)
10731,c(34.75708333, -87.55188056)
10732,c(34.77384722, -86.86380833)
10733,c(34.30426389, -86.13748611)
10734,c(33.47065833, -86.08161944)
10735,c(33.55461111, -86.57268889)
10736,c(34.54282778, -87.14753611)
10737,c(34.72001389, -86.57925)
10738,c(32.34186667, -86.29585556)
10739,c(34.240825, -85.87739722)
10740,c(33.55147778, -87.00719167)
10741,c(32.69733611, -88.14631111)
10742,c(34.53051667, -86.81441389)
10743,c(32.49023889, -85.55407222)
10744,c(34.95254722, -86.69526667)
10745,c(33.23956389, -87.57801111)
10746,c(32.93307778, -87.67644167)
10747,c(33.36063056, -86.795425)
10748,c(34.70685833, -86.67072222)
10749,c(33.3218, -86.7111)
10750,c(33.96113889, -87.22767222)
10751,c(30.669325, -87.93351667)
