"ST_CASE","geometry"
10289,c(34.71170556, -86.53911111)
10290,c(34.79159722, -87.05423056)
10291,c(34.36343333, -86.35293611)
10292,c(31.809675, -86.02081389)
10293,c(31.27925556, -86.15740278)
10294,c(33.73966111, -86.98927778)
10295,c(34.07990278, -86.73987778)
10296,c(33.00659444, -85.81750278)
10297,c(31.77981667, -88.24015556)
10298,c(34.37919167, -87.09306667)
10299,c(34.06043889, -87.38901667)
10300,c(33.605175, -86.70020833)
10301,c(34.60838611, -86.84371111)
10302,c(33.11803056, -85.56031389)
10303,c(34.65688889, -86.91291389)
10304,c(33.54025833, -87.82562778)
10305,c(33.96975833, -85.96790278)
10306,c(33.63581944, -86.32450278)
10307,c(33.57188889, -86.48214167)
10308,c(32.98525, -85.23080833)
10309,c(33.53168333, -86.53970278)
10310,c(33.21538611, -86.84024722)
10311,c(34.38096944, -85.65621389)
10312,c(32.62977222, -85.469075)
10313,c(33.92231944, -85.61351111)
10314,c(32.46538611, -86.89811111)
10315,c(32.81892222, -86.62836667)
10316,c(33.88675556, -86.98789444)
10317,c(34.00915278, -87.83054722)
10318,c(34.67618056, -86.01547222)
10319,c(33.62434167, -85.71670833)
10320,c(33.622325, -86.63481667)
10321,c(34.35637778, -86.32590556)
10322,c(30.63349167, -87.63587778)
10323,c(34.47390833, -87.10341111)
10324,c(31.28379167, -85.46430278)
10325,c(32.30830556, -86.83450833)
10326,c(33.85666389, -86.83619167)
10327,c(32.44798333, -85.01705556)
10328,c(32.82958611, -86.62626111)
10329,c(31.80210556, -86.64235)
10330,c(30.3871, -87.64785833)
10331,c(33.74582778, -87.27025)
10332,c(32.09702778, -88.16660556)
10333,c(33.53163056, -86.82455556)
10334,c(30.78363889, -88.19556389)
10335,c(32.58364167, -86.968475)
10336,c(32.41952222, -87.597675)
10337,c(30.49641944, -88.23393889)
10338,c(33.79280833, -86.93529722)
10339,c(34.17838333, -86.65591667)
10340,c(30.63759167, -88.37089167)
10341,c(33.25132778, -86.79944444)
10342,c(30.71244444, -88.13032778)
10343,c(32.15243889, -85.70287778)
10344,c(32.24255556, -87.40757222)
10345,c(34.16788889, -86.847975)
10346,c(32.67538056, -85.32661944)
10347,c(33.46353611, -86.09806667)
10348,c(33.59405556, -85.90685556)
10349,c(34.75335278, -86.62524167)
10350,c(33.59295278, -86.41820278)
10351,c(34.03546111, -85.96625278)
10352,c(32.35165556, -86.316575)
10353,c(33.14801944, -87.62171111)
10354,c(34.59860556, -86.08084722)
10355,c(33.355825, -86.65101667)
10356,c(34.84397222, -87.37251944)
10357,c(32.99905556, -86.489775)
10358,c(33.16969167, -87.5524)
10359,c(32.10631389, -85.88847778)
10360,c(33.93442778, -86.66040556)
10361,c(33.48123889, -86.78726111)
10362,c(30.654775, -88.13665556)
10363,c(30.89905556, -87.85096667)
10364,c(34.96735, -86.22223056)
10365,c(32.47533333, -85.04038333)
10366,c(32.70032778, -88.09166667)
10367,c(30.56111667, -88.20961111)
10368,c(31.83789444, -86.87890556)
10369,c(33.60351389, -85.604325)
10370,c(32.49026944, -86.54594167)
10371,c(30.24742778, -87.83125556)
10372,c(32.37096667, -86.209625)
10373,c(32.90604444, -85.90093056)
10374,c(32.335375, -86.22869444)
10375,c(30.66867222, -88.13318889)
10376,c(30.610975, -87.85206667)
10377,c(32.40380556, -85.03489722)
10378,c(34.8005, -86.74913333)
10379,c(31.55326944, -85.852025)
10380,c(32.34055833, -87.19928056)
10381,c(32.73938056, -85.59449444)
10382,c(30.56879444, -88.21949444)
10383,c(33.27111667, -88.09439167)
10384,c(33.70495278, -86.199275)
10385,c(31.16579722, -85.73915833)
10386,c(33.58721389, -85.68228056)
10387,c(30.75739167, -88.09315)
10388,c(34.42492222, -88.15338333)
10389,c(33.84495833, -87.23334444)
10390,c(32.41289444, -86.98762222)
10391,c(32.55988611, -86.94691944)
10392,c(31.97968056, -87.21055556)
10393,c(33.24389722, -87.66895833)
10394,c(31.12489167, -88.09975)
10395,c(33.2225, -87.54018333)
10396,c(33.99975556, -86.08541111)
10397,c(31.8445, -85.76483611)
10398,c(33.52070833, -86.80263333)
10399,c(30.92634444, -87.69410833)
10400,c(31.98164722, -86.15795556)
10401,c(33.09245278, -85.27761944)
10402,c(32.63504722, -85.42376111)
10403,c(33.49496944, -86.17074722)
10404,c(34.81287778, -87.25051667)
10405,c(33.34995278, -86.58501111)
10406,c(34.80109444, -85.87027222)
10407,c(32.25259444, -85.00330278)
10408,c(33.16391389, -86.29128611)
10410,c(34.33191389, -86.84743056)
10412,c(33.28031944, -86.30118611)
10413,c(32.460175, -85.14560556)
10414,c(34.42435833, -87.58036389)
10415,c(32.26304444, -85.27098889)
10416,c(34.77773889, -86.91819444)
10417,c(33.48373333, -86.86054444)
10418,c(33.18625833, -87.58421111)
10419,c(33.52536944, -86.97008889)
10420,c(31.189925, -85.83735833)
10421,c(33.46876667, -86.88298611)
10422,c(33.57836389, -86.47122778)
10423,c(34.84999167, -87.07108333)
10424,c(33.57834722, -86.71165833)
10425,c(34.36415556, -85.76599167)
10426,c(33.63586111, -87.15207778)
10427,c(34.6633, -86.95026111)
10428,c(33.475225, -86.87552222)
10429,c(30.233725, -87.93586944)
10430,c(31.02199167, -85.89146944)
10431,c(34.672225, -87.29183056)
10432,c(34.48454444, -87.43375278)
10433,c(33.52272222, -86.84948889)
10434,c(34.571775, -87.37035278)
10435,c(32.12626111, -86.44940556)
10436,c(34.66399167, -86.78145556)
10437,c(33.442125, -86.89051389)
10438,c(33.18801944, -87.32993333)
10439,c(31.31125556, -85.81835556)
10440,c(34.88742778, -85.81085833)
10441,c(33.84524444, -85.75865833)
10442,c(34.77132778, -86.62113889)
10443,c(34.70314722, -86.59883611)
10444,c(30.62901389, -88.08335833)
10445,c(31.02627778, -87.41406667)
10446,c(34.77473611, -87.44631111)
10447,c(33.16651944, -87.52570833)
10448,c(31.77688056, -86.99401111)
10449,c(30.56773056, -87.61124722)
10450,c(33.21280556, -87.20031667)
10451,c(34.25984167, -85.57941667)
10452,c(33.55886389, -86.82046389)
10453,c(34.18293611, -86.14441111)
10454,c(34.45861944, -87.43696667)
10455,c(32.33000278, -86.5356)
10456,c(31.44038611, -87.29372778)
10457,c(30.741375, -88.05844722)
10458,c(33.54451111, -86.75893889)
10459,c(33.09719722, -85.92146944)
10460,c(33.18859722, -87.29949167)
10461,c(34.04926667, -86.83598333)
10462,c(34.93185, -87.78476667)
10463,c(34.18128333, -85.52413889)
10464,c(33.69588611, -87.25388611)
10465,c(32.61624167, -85.37141944)
10466,c(34.2654, -86.19198056)
10467,c(34.03778611, -86.022075)
10468,c(33.58135278, -86.10919444)
10469,c(33.19850278, -87.5604)
10470,c(34.01729167, -86.06753889)
10471,c(33.43850556, -86.72385833)
10472,c(32.36564722, -85.65853889)
10473,c(34.93335278, -86.79808056)
10474,c(33.61632778, -85.69358889)
10475,c(34.67038056, -86.03730556)
10476,c(33.98699444, -85.71124444)
10477,c(34.78708056, -87.58293333)
10478,c(33.15924444, -86.72259444)
10479,c(34.13520278, -85.57170556)
10480,c(32.74724444, -86.71897778)
10481,c(34.76358611, -86.85927222)
10482,c(30.88645833, -88.02936944)
10483,c(34.41363056, -87.30894167)
10484,c(31.84175833, -88.22741667)
10485,c(34.27991667, -86.23811667)
10486,c(33.51046389, -86.87810556)
10487,c(34.500775, -86.60116944)
10488,c(32.47906944, -85.56277778)
10489,c(33.61794444, -86.61387222)
10490,c(32.34156944, -86.21133889)
10491,c(34.05955278, -86.03648333)
10492,c(33.95441667, -86.14239444)
10493,c(33.72855, -87.15045)
10494,c(34.01959167, -86.203625)
10495,c(31.64971389, -85.28068056)
10496,c(33.25712778, -87.75293056)
10497,c(30.82561667, -88.36855278)
10498,c(32.74529722, -85.27579167)
10499,c(33.93519444, -86.20704722)
10500,c(32.87264444, -86.65243333)
10501,c(34.75213889, -86.64644167)
10502,c(34.39777778, -85.63460833)
10503,c(31.69885556, -85.95908333)
10504,c(33.99693889, -86.09730278)
10505,c(32.31278056, -86.24273889)
10506,c(30.62846667, -87.61204722)
10507,c(33.50509167, -86.86260556)
10508,c(33.43219444, -86.95339167)
10509,c(34.23502222, -86.67421944)
10510,c(33.56707778, -86.63843611)
10511,c(30.50303056, -88.25590833)
10512,c(33.532775, -86.79839444)
10513,c(31.03341667, -85.87593056)
10514,c(34.35094444, -85.73689444)
10515,c(34.61667222, -87.75780556)
10516,c(32.12996389, -85.89710833)
10517,c(33.21888333, -87.54906667)
10518,c(33.58691389, -85.76120556)
10519,c(34.77104444, -86.58949722)
10521,c(31.99376111, -86.29231667)
10522,c(32.85915, -86.64073333)
10523,c(34.40620556, -85.77867222)
10524,c(32.38206389, -86.20680556)
10525,c(32.43591944, -86.46484167)
10526,c(33.35076389, -86.53564167)
10527,c(34.53775, -86.91213056)
10528,c(33.48632778, -86.85650833)
10529,c(33.22901667, -87.74066389)
10530,c(34.13025, -86.86715833)
10531,c(32.51009722, -88.31997222)
10532,c(33.16267222, -86.75489444)
10533,c(32.05088889, -86.80750278)
10534,c(32.43385556, -87.06135556)
10535,c(33.141875, -87.51431944)
10536,c(34.70540278, -86.58886111)
10537,c(30.81833889, -88.27646389)
10538,c(33.56546944, -86.82435833)
10539,c(34.36348333, -86.30456389)
10540,c(34.70250556, -86.97676389)
10541,c(34.11794167, -86.81225833)
10542,c(33.51027778, -86.80201944)
10543,c(30.62616667, -87.61639167)
10544,c(32.89083889, -87.90214444)
10545,c(30.92569444, -88.28181667)
10546,c(31.93409167, -88.34288889)
10547,c(31.16041111, -85.94039444)
10548,c(31.08465278, -87.53303333)
10549,c(31.50395, -85.91560833)
10550,c(33.66703056, -86.55585556)
10551,c(31.63636944, -88.24204722)
10552,c(32.26627778, -86.35551944)
10553,c(33.159075, -87.54908333)
10554,c(30.65963333, -87.82688333)
10555,c(34.63660833, -87.64895)
10556,c(30.63058333, -88.25130556)
10557,c(33.48895278, -86.88706667)
10558,c(33.45716389, -86.86105)
10559,c(33.42256389, -86.67017778)
10560,c(34.43944722, -87.96871389)
10561,c(31.20331111, -85.36658056)
10562,c(31.80391667, -85.21294167)
10563,c(32.31551111, -86.02299444)
10564,c(34.70238611, -86.58721944)
10565,c(33.84040556, -86.10419167)
10566,c(33.27729722, -86.35916944)
10567,c(31.18711389, -86.57336944)
10568,c(33.65999167, -86.83037778)
10569,c(34.10559167, -87.011175)
10570,c(34.22514722, -86.73258889)
10571,c(30.50175, -87.70841389)
10572,c(31.90011667, -87.68366111)
10573,c(33.35062222, -86.93506944)
10574,c(33.82760556, -87.3173)
10575,c(31.99516389, -88.29407222)
10576,c(32.32722222, -86.26189167)
10577,c(30.675925, -88.13614722)
10578,c(33.01746111, -86.76396389)
10579,c(32.36094722, -86.17860556)
10580,c(31.24894722, -85.38245)
10581,c(34.21776667, -85.83041944)
10582,c(33.657825, -87.01380556)
10583,c(33.65316389, -86.55926111)
10584,c(33.20759722, -85.89189444)
10585,c(32.74395556, -86.10175833)
10586,c(30.68211389, -88.12739167)
10587,c(31.18206944, -85.40192222)
10588,c(34.16242778, -85.66530833)
10589,c(32.45365556, -85.89569167)
10590,c(33.94862778, -86.87012222)
10591,c(34.79131111, -87.07091111)
10592,c(34.41304444, -86.92120278)
10593,c(34.65854722, -86.53954167)
10594,c(33.18095278, -87.55294167)
10595,c(33.50441944, -87.64089444)
10596,c(33.50012222, -86.81416944)
10597,c(32.231475, -86.99494444)
10598,c(33.7399, -87.26715278)
10599,c(32.52241389, -86.44031944)
10600,c(33.49625833, -86.17812778)
10601,c(31.00484722, -88.02579444)
10602,c(32.21462778, -85.906375)
10603,c(33.78243333, -86.23183333)
10604,c(30.41451111, -87.52604444)
10605,c(33.87372222, -86.03576389)
10606,c(34.76181389, -86.67308333)
10607,c(32.45502222, -86.48517778)
10608,c(32.82434444, -87.98678056)
10609,c(34.78055278, -85.63203889)
10610,c(34.73603056, -86.60946944)
10611,c(32.16826389, -85.88933333)
10612,c(32.85049444, -85.26206944)
10613,c(33.46516944, -86.95362778)
10614,c(33.94814444, -86.47258333)
10615,c(34.61390833, -86.37498611)
10616,c(34.46895556, -86.70491944)
10617,c(32.32693333, -86.28846667)
10618,c(34.75228333, -86.82433611)
10619,c(34.75399722, -87.07228611)
10620,c(32.15730278, -86.43569722)
10621,c(34.04537778, -85.81449444)
10622,c(32.98464722, -86.66865833)
10623,c(32.32723056, -86.25878889)
10624,c(32.42904444, -85.6802)
10625,c(30.73423889, -88.11669444)
10626,c(33.453025, -86.88505278)
10627,c(33.99470556, -86.58227222)
10628,c(32.35898889, -86.24758889)
10629,c(32.91053611, -85.67387778)
10630,c(31.65696111, -86.7689)
10631,c(33.42729722, -86.944125)
10632,c(34.23611667, -85.50982778)
10633,c(31.66619722, -85.93745278)
10634,c(32.56704444, -85.37866111)
10635,c(32.29931111, -85.18003056)
10636,c(31.2169, -85.37471944)
10637,c(34.86104167, -86.85308889)
10638,c(32.43073333, -86.50791944)
10639,c(34.62295833, -86.76604444)
10640,c(34.52847778, -85.82965)
10641,c(33.29223889, -86.79790556)
10642,c(33.61674167, -85.66618056)
10643,c(33.55612778, -86.82187778)
10644,c(30.35564722, -87.69358889)
10645,c(33.54480278, -85.94410556)
10646,c(31.24835, -85.37753889)
10647,c(32.21637222, -85.91698056)
10648,c(33.60761944, -86.95818056)
10649,c(33.89483611, -87.15627222)
10650,c(33.53376111, -86.84177222)
10651,c(32.25594167, -85.00145)
10652,c(31.4148, -86.11076389)
10653,c(33.76783056, -86.93537222)
10654,c(33.49836389, -87.1553)
10655,c(33.11411389, -86.85707222)
10656,c(33.46785278, -87.095725)
10657,c(32.18500556, -86.56495833)
10658,c(33.49931389, -86.79253056)
10659,c(31.07073611, -85.58033889)
10660,c(32.59012778, -85.21953889)
10661,c(32.58773056, -86.16096944)
10662,c(30.53085556, -88.123475)
10663,c(34.62131389, -85.664825)
10664,c(30.67826667, -88.04326944)
10665,c(33.93281667, -85.62275556)
10666,c(33.15106111, -87.60513611)
10667,c(31.99523333, -86.46015556)
10668,c(31.449375, -87.33792222)
10669,c(34.23966667, -86.51079167)
10670,c(32.36084167, -86.17681111)
10671,c(34.36085278, -86.38269722)
10672,c(34.32882222, -86.314125)
10673,c(32.59489167, -85.39936667)
10674,c(31.68036389, -85.82467778)
10675,c(33.50981389, -86.788175)
10676,c(32.10721667, -87.78178333)
10677,c(30.75509167, -88.21221944)
10678,c(34.19461667, -86.94755278)
10679,c(33.56387222, -86.66450278)
10680,c(34.79111944, -87.01743889)
10681,c(34.74784444, -87.68064722)
10682,c(34.686925, -87.68744722)
10683,c(33.74683889, -86.485275)
10684,c(34.17966667, -86.142925)
10685,c(33.77238889, -86.45203056)
10686,c(32.11182778, -86.40149444)
10687,c(33.47221667, -86.92192778)
10688,c(33.19457222, -86.79859444)
10689,c(32.3664, -85.84858889)
10690,c(34.25661111, -86.82178889)
10691,c(34.64965556, -87.64521667)
10692,c(33.62124722, -85.60983333)
10693,c(33.52083333, -86.84612222)
10694,c(34.28248333, -85.87809722)
10695,c(34.66638889, -87.81114167)
10696,c(34.01151111, -85.84402778)
10697,c(34.14376111, -86.37836389)
10698,c(34.92598333, -86.45541667)
10699,c(32.67485833, -87.89845278)
10700,c(34.31615556, -86.99944167)
10702,c(30.40660556, -87.700175)
10703,c(34.73270278, -87.02610833)
10704,c(31.38010278, -87.42871944)
10705,c(34.8295, -86.60830833)
10706,c(34.19175278, -85.76755833)
10707,c(33.57617778, -86.27283056)
10708,c(33.64814444, -86.45341667)
10709,c(33.44931389, -86.73986389)
10710,c(31.09599722, -87.44050278)
10711,c(33.91844167, -86.31825278)
10712,c(34.70948889, -86.60935)
10713,c(30.66486944, -87.91551944)
10714,c(33.60706667, -85.83401111)
10715,c(33.281375, -87.80220833)
10716,c(32.30144722, -86.19534444)
10717,c(34.37918056, -87.09305833)
10718,c(33.50680556, -86.83202222)
10719,c(33.45918889, -86.91370278)
10720,c(34.53129722, -86.62798333)
10721,c(33.47063889, -86.92706944)
10722,c(32.42428056, -86.28468889)
10723,c(32.61918333, -86.73436667)
10724,c(30.70968611, -88.122725)
10725,c(33.27652778, -87.13218611)
10726,c(34.21509722, -86.89250556)
10727,c(33.50427778, -86.89009167)
10728,c(33.84923056, -86.31246111)
10729,c(34.79841667, -86.85024167)
10730,c(34.84086944, -86.04066111)
10731,c(33.28061389, -87.10646667)
10732,c(32.39256111, -86.32696389)
10733,c(33.542325, -86.55449167)
10734,c(31.84856111, -86.64366944)
10735,c(30.49210278, -88.35643333)
10736,c(30.95736111, -87.85733889)
10737,c(30.68693056, -88.00675278)
10738,c(33.39121667, -86.40891944)
10739,c(34.78496389, -87.07198056)
10740,c(32.68672222, -85.32090556)
10741,c(33.82013889, -87.06531944)
10742,c(31.38001389, -87.31511111)
10743,c(32.33733056, -86.29942778)
10744,c(30.38848056, -87.64751111)
10745,c(33.54496667, -86.75961944)
10746,c(32.78203889, -86.57175)
10747,c(34.59856944, -85.99412222)
10748,c(31.59348611, -87.94263611)
